the_geom,cartodb_id,chgis_id,altname_wylie,name_ch,name_py,town_ch,town_py,town_syl,gbcnty,cnty_ch,cnty_py,gbdist,dist_py,prov_py,orig_file,lat,long,gbtown_from_lex,gis_id_from_lex,name_wylie_from_lex,gbtown_from_tbrc,gis_id_from_tbrc,wylie_name_from_karl,normalized_wylie_name_tbrc,county,tbrc_county_g_,tbrc_county_notes,tbrc_site_g_,tbrc_site_notes,alternative_wylie_name,tbrc_phonetic,phonetic,primary_chinese_cha,alternative_chinese_cha,pinyin_name,founding,sect,gonpa_per_1000_sq_km,gonpa_per_ecumen,conv_date_1,conv_sect_1,conv_date_2,conv_sect_2,notes,problems,field_45,field_46,field_47,field_48,field_49,field_50,field_51,field_52,field_53,field_54
0101000020E61000006566666666F658409A99999999D93E40,2513,498,,,cuo pu si,友谊乡,Youyi xiang,You Yi Xiang,513329,新龙县,Xinlong Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.85,99.85,513329215,190,mtsho phu dgon,513329215,190,mtsho phu dgon/,,Xinlong,G1246,nyag rong rdzong,G1634,,,,na,措普寺,,cuo pu si,1750,rnying ma/,3.648702886,3.649,,,,,18th c. (18??),,,,,,,,,,,
0101000020E610000071FE261422025940C6F99B5088C83E40,2514,499,,,e pu si,皮擦乡,Pica xiang,Pi Ca Xiang,513329,新龙县,Xinlong Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.78333,100.03333,513329216,224,od phung dgon,513329216,224,od phung dgon/,,Xinlong,G1246,nyag rong rdzong,G1635,,,,na,俄普寺,,e pu si,na,rnying ma/,3.641660597,3.642,,,,,,,,,,,,,,,,
0101000020E61000003233333333835940CDCCCCCCCC6C4240,736,2247,,却藏寺,quezang si,东沟乡,Donggou xiang,Dong Gou Xiang,632126,互助土族自治县,Huzhu Tu Zizhixian,6321,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.85,102.05,632126210,155,chu bzang dgon dga' ldan mi 'gyur gling ngam thub bstan rab rgyas gling,632126210,141,chu bzang dgon dga' ldan mi 'gyur gling ngam thub bstan rab rgyas gling,,na,G1PD96101,dgon lung rdzong,G164,,chu bzang dgon (a mdo),,,却藏寺,,quezang si,1649,g,52.32177894,52.322,,,,,,,,,,,,,,,,
0101000020E61000008E01D9EBDDCD58402D6002B7EEEE3F40,2521,526,,,yao se si,马尼干戈乡,Manigange xiang,Ma Ni Gan Ge Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.93333,99.21667,513330212,175,gayg ze dagon,513330212,175,gayg ze dagon,,Derge,G1539,sde dge rdzong,G1641,,g.yag ze dgon,,na,腰色寺,,yao se si,1687,rnying ma/,5.503880236,5.504,,,,,,,,,,,,,,,,
0101000020E6100000C1340C1F11D158407D96E7C1DD1D4040,119,541,,,ma gen si,温拖乡,Wentuo xiang,Wen Tuo Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.23333,99.26667,513330218,158,m dagon dagon,513330218,158,m dagon dagon,,Derge,G1539,sde dge rdzong,G1643,,ma mgon dgon,,na,麻根寺,,ma gen si,na,bka' brgyud/,10.74575543,10.746,,,,,,,,,,,,,,,,
0101000020E610000072FE261422B258406566666666A63F40,116,506,,,ba bang si,八邦乡,Babang xiang,Ba Bang Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.65,98.78333,513330203,133,dpal spuangas dgon,513330203,133,dpal spuangas dgon,,Derge,G1539,sde dge rdzong,G1644,,dpal spungs chos 'khor gling,,na,八帮寺,八蚌寺,ba bang si,1200,bka' brgyud/,8.262869419,8.263,,,,,,,,,,,,,,,,
0101000020E6100000C1340C1F11D158407D96E7C1DD1D4040,120,542,,,ren gu si,温拖乡,Wentuo xiang,Wen Tuo Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.23333,99.26667,513330218,159,ri mgual dagon,513330218,159,ri mgual dagon,,Derge,G1539,sde dge rdzong,G1645,,rdza ri mguldgon,,na,仁古寺,,ren gu si,1475,bka' brgyud/,10.74575543,10.746,,,,,,,,,,,,,,,,
0101000020E61000004963B48EAAAA58403A0664AF77F73F40,2697,514,,,men zha si,柯洛洞乡,Keluodong xiang,Ke Luo Dong Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.96667,98.66666,513330207,146,mndl dagon,513330207,146,mndl dagon,,Derge,G1539,sde dge rdzong,G1646,,maN+Dal dgon,,na,门查寺,pinyin: men cha si?,men zha si,1600,sa skya/,4.620645042,4.621,,,,,,,,,,,,,,,,
0101000020E6100000289B7285779758404963B48EAA2A4040,118,522,,,jia xiu si,俄南乡,Enan xiang,E Nan Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.33333,98.36667,513330209,131,ja chu dagon,513330209,131,ja chu dagon,,Derge,G1539,sde dge rdzong,G1647,,ja chu dgon,,na,甲曲寺,(jia qu si ?),jia xiu si,1475,bka' brgyud/,8.2822594,8.282,,,,,,,,,,,,,,,,
0101000020E6100000CDCCCCCCCCDC58401630815B77174040,2524,536,,,ran gu si,上然姑乡,Shangrangu xiang,Shang Ran Gu Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.18333,99.45,513330216,163,r skoar dagon,513330216,163,r skoar dagon,,Derge,G1539,sde dge rdzong,G1648,,ra skor dgon,,na,然姑寺,,ran gu si,na,rnying ma/,6.516356054,6.516,,,,,,,,,,,,,,,,
0101000020E61000006666666666D65840B79C4B7155154040,289,545,,,se cuo si,年古乡,Niangu xiang,Nian Gu Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.16667,99.35,513330219,138,zer 'phro dgon,513330219,138,zer 'phro dgon/,,Derge,G1539,sde dge rdzong,G1649,,,,na,色措寺,,se cuo si,1100,bon po/,13.99776036,13.998,,,,,,,,,,,,,,,,
0101000020E61000008FC2F5285C8B594066A032FE7D5E4240,732,2235,,佑宁寺,youning si,松多藏族乡,Songduocangzu xiang,Song Duo Cang Zu Xiang,632126,互助土族自治县,Huzhu Tu Zizhixian,6321,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.73822,102.1775,632126206,103,dgon lung byams pa gling,632126206,127,dgon lung byams pa gling,,na,G1PD96101,dgon lung rdzong,G165,,,,,佑宁寺,,youning si,1584,g,47.27573573,47.276,1604,geluk,,,,,,,,,,,,,,
0101000020E6100000CDCCCCCCCC9C58409A99999999D93F40,2517,511,,,lang zhong si,汪布顶乡,Wangbuding xiang,Wang Bu Ding Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.85,98.45,513330206,149,lh 'brang dagon,513330206,149,lh 'brang dagon,,Derge,G1539,sde dge rdzong,G1650,,lha 'brang dgon,,na,拉仲寺,(la zhong si ?),lang zhong si,1650,rnying ma/,18.73594804,18.736,,,,,,,,,,,,,,,,
0101000020E61000004963B48EAAAA58403A0664AF77F73F40,2698,515,,,ke duo si,柯洛洞乡,Keluodong xiang,Ke Luo Dong Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.96667,98.66666,513330207,147,khoar mdo dagon,513330207,147,khoar mdo dagon,,Derge,G1539,sde dge rdzong,G1651,,khor mdo dgon,,na,柯多寺,,ke duo si,1275,sa skya/,4.620645042,4.621,,,,,,,,,,,,,,,,
0101000020E6100000CDCCCCCCCC9C58409A99999999D93F40,2695,512,,,wang dui si,汪布顶乡,Wangbuding xiang,Wang Bu Ding Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.85,98.45,513330206,150,dabon stoan dagaon,513330206,150,dabon stoan dagaon,,Derge,G1539,sde dge rdzong,G1652,,dbon stod dgon,,na,汪堆寺,,wang dui si,1275,sa skya/,18.73594804,18.736,,,,,,,,,,,,,,,,
0101000020E61000006666666666A6584092C6681D55D53F40,2689,500,,,zha ma si,更庆镇,Gengqing zhen,Geng Qing Zhen,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.83333,98.6,513330100,135,drw m dagon,513330100,135,drw m dagon,,Derge,G1539,sde dge rdzong,G1653,,drwa ma dgon,,na,扎马寺,,zha ma si,1625,sa skya/,9.375585974,9.376,,,,,A village under Gengqing (Gonchen) Xiang; the seat of Derge County,,,,,,,,,,,
0101000020E6100000B79C4B7155A558403333333333B33F40,117,508,,,ba jue si,龚垭乡,Gongya xiang,Gong Ya Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.7,98.58334,513330204,169,dpal 'byor dgon,513330204,169,dpal 'byor dgon/,,Derge,G1539,sde dge rdzong,G1654,,sde dge dpal 'byor dgon,,na,班觉寺,ban jue si ?,ba jue si,na,bka' brgyud/,16.52073352,16.521,,,,,,,,,,,,,,,,
0101000020E61000009A999999999958404963B48EAA0A4040,2700,517,,,kang duo si,卡松渡乡,Kasongdu xiang,Ka Song Du Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.08333,98.4,513330208,136,mkhar mdo dagon,513330208,136,mkhar mdo dagon,,Derge,G1539,sde dge rdzong,G1655,,mkhar mdo dgon,,na,康多寺,,kang duo si,na,sa skya/,3.387419125,3.387,,,,,,,,,,,,,,,,
0101000020E61000004963B48EAAAA58403A0664AF77F73F40,2699,516,,,ga lun si,柯洛洞乡,Keluodong xiang,Ke Luo Dong Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.96667,98.66666,513330207,148,sg lean dagon,513330207,148,sg lean dagon,,Derge,G1539,sde dge rdzong,G1656,,sga len dgon,,na,嘎伦寺,,ga lun si,1006,sa skya/,4.620645042,4.621,,,,,,,,,,,,,,,,
0101000020E61000006666666666A6584092C6681D55D53F40,2690,501,,,de ge yin jing yuan,更庆镇,Gengqing zhen,Geng Qing Zhen,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.83333,98.6,513330100,144,sde dge par khang,513330100,144,sde dge par khang /,,Derge,G1539,sde dge rdzong,G1657,,,,na,德格印经院,,de ge yin jing yuan,na,sa skya/,9.375585974,9.376,,,,,,,,,,,,,,,,
0101000020E6100000D8648D7A889858408369183E22224040,284,518,,,ta de si,俄南乡,Enan xiang,E Nan Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.26667,98.38333,513330209,127,thar bde dgon,513330209,127,thar bde dgon/,,Derge,G1539,sde dge rdzong,G1658,,,,na,塔德寺,,ta de si,na,bon po/,8.2822594,8.282,,,,,,,,,,,,,,,,
0101000020E6100000C1340C1F11D158407D96E7C1DD1D4040,121,544,,,dao pi si,温拖乡,Wentuo xiang,Wen Tuo Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.23333,99.26667,513330218,161,bstan 'pheal dagon,513330218,161,bstan 'pheal dagon,,Derge,G1539,sde dge rdzong,G1660,,bstan 'phel dgon (sde dge rdzong),,na,刀批寺,,dao pi si,na,bka' brgyud/,10.74575543,10.746,,,,,,,,,,,,,,,,
0101000020E61000000000000000C05840609335EA21A23F40,283,504,,,ri ban si,达马乡,Dama xiang,Da Ma Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.63333,99,513330200,137,ri spuan dagon,513330200,137,ri spuan dagon,,Derge,G1539,sde dge rdzong,G1661,,ri spun dgon,,na,日班寺,,ri ban si,1867,bon po/,10.20981163,10.21,,,,,,,,,,,,,,,,
0101000020E61000006666666666D65840B79C4B7155154040,290,548,,,mu mai si,年古乡,Niangu xiang,Nian Gu Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.16667,99.35,513330219,141,buam smad dagon,513330219,141,buam smad dagon,,Derge,G1539,sde dge rdzong,G1662,,rdza 'bum smad dgon,,na,牟买寺,,mu mai si,1094,bon po/,13.99776036,13.998,,,,,,,,,,,,,,,,
0101000020E6100000D8648D7A889858408369183E22224040,285,519,,,rong jia si,俄南乡,Enan xiang,E Nan Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.26667,98.38333,513330209,128,rab rgyas dagon,513330209,128,rab rgyas dagon,,Derge,G1539,sde dge rdzong,G1663,,rab rgyal dgon,,na,绒加寺,,rong jia si,na,bon po/,8.2822594,8.282,,,,,,,,,,,,,,,,
0101000020E61000006666666666D65840B79C4B7155154040,383,546,,,nian gu si,年古乡,Niangu xiang,Nian Gu Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.16667,99.35,513330219,139,ny'ge dagon,513330219,139,ny'ge dagon,,Derge,G1539,sde dge rdzong,G1664,,nyaH 'ge dgon,,na,年古寺,,nian gu si,1600,dge lugs/,13.99776036,13.998,,,,,,,,,,,,,,,,
0101000020E61000000B98C0ADBBBB58406566666666264040,291,551,,,cuo chong si,浪多乡,Langduo xiang,Lang Duo Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.3,98.93333,513330220,154,khro tshang dagpn,513330220,154,khro tshang dagpn,,Derge,G1539,sde dge rdzong,G1665,,khro tshang dgon,,na,措通寺,cuo tong si ?,cuo chong si,950,bon po/,5.488474204,5.488,,,,,,,,,,,,,,,,
0101000020E61000003ECBF3E0EEDE58400000000000004040,286,530,,,deng qing si,中扎科乡,Zhongzhake xiang,Zhong Zha Ke Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32,99.48333,513330215,121,steang chean dagon,513330215,121,steang chean dagon,,Derge,G1539,sde dge rdzong,G1666,,rdza steng chen dgon,,na,登青寺,,deng qing si,1061,bon po/,20.74545329,20.745,,,,,"Date from Narita Bonpo Survey, Kanze volumes give c. 450",,,,,,,,,,,
0101000020E61000006666666666D65840B79C4B7155154040,2707,547,,,rong da si,年古乡,Niangu xiang,Nian Gu Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.16667,99.35,513330219,140,bzang zl dagon,513330219,140,bzang zl dagon,,Derge,G1539,sde dge rdzong,G1668,,bzang zla dgon,,na,绒达寺,,rong da si,1874,sa skya/,13.99776036,13.998,,,,,,,,,,,,,,,,
0101000020E61000003ECBF3E0EEDE58400000000000004040,287,534,,,ji zha ri wa,中扎科乡,Zhongzhake xiang,Zhong Zha Ke Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32,99.48333,513330215,125,shar rdz ri khroad,513330215,125,shar rdz ri khroad,,Derge,G1539,sde dge rdzong,G1669,,shar rdza ri khrod,,na,基扎作寺,,ji zha ri wa,na,bon po/,20.74545329,20.745,,,,,,,,,,,,,,,,
0101000020E61000004963B48EAACA5940E3FC4D2844A44240,2921,1914,,,xiama si,西大滩乡,Xidatan xiang,Xi Da Tan Xiang,622326,天祝藏族自治县,Tianzu Tibetan Zizhixian,6223,Wuwei Diqu,Gansu,Tianzhu_Lex_20120622,37.28333,103.16666,622326211,11,zhwa dmar dgon bkra shis chos gling,622326211,11,zhwa dmar dgon bkra shis chos gling,,Tianzhu,G1052,dpa' ris rdzong,G167,,,,,夏玛寺,南冲寺,xiama si,1644,,3.8531191,3.853,,,,,end Ming early Qing,,,,,,,,,,,
0101000020E61000003ECBF3E0EEDE58400000000000004040,380,529,,,beng dong si,中扎科乡,Zhongzhake xiang,Zhong Zha Ke Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32,99.48333,513330215,120,spang thang dagon,513330215,120,spang thang dagon,,Derge,G1539,sde dge rdzong,G1671,,rdza spang thang dgon,,na,崩东寺,,beng dong si,1864,dge lugs/,20.74545329,20.745,,,,,,,,,,,,,,,,
0101000020E61000003ECBF3E0EEDE58400000000000004040,381,531,,,geng sha si,中扎科乡,Zhongzhake xiang,Zhong Zha Ke Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32,99.48333,513330215,122,dagongsar dgaon,513330215,122,dagongsar dgaon,,Derge,G1539,sde dge rdzong,G1672,,sde dge dgon gsar dgon,,na,更沙寺,,geng sha si,1600,dge lugs/,20.74545329,20.745,,,,,,,,,,,,,,,,
0101000020E61000000B98C0ADBBBB58406566666666264040,2527,552,,,le gan si,浪多乡,Langduo xiang,Lang Duo Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.3,98.93333,513330220,155,leagas rgan dagon,513330220,155,leagas rgan dagon,,Derge,G1539,sde dge rdzong,G1673,,legs rgan dgon,,na,勒干寺,,le gan si,1724,rnying ma/,5.488474204,5.488,,,,,,,,,,,,,,,,
0101000020E610000072FE261422B258406566666666A63F40,2515,505,,,duo zha si,八邦乡,Babang xiang,Ba Bang Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.65,98.78333,513330203,132,rdo brag dgon,513330203,132,rdo brag dgon/,,Derge,G1539,sde dge rdzong,G1674,,sde dge rdo brag dgon,,na,多扎寺,,duo zha si,1126,rnying ma/,8.262869419,8.263,,,,,,,,,,,,,,,,
0101000020E6100000B79C4B7155D55840609335EA21E23F40,2522,527,,,zha xi si,玉隆乡,Yulong xiang,Yu Long Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.88333,99.33334,513330213,164,rtsa shul dgon,513330213,164,rtsa shul dgon/,,Derge,G1539,sde dge rdzong,G1676,,,,na,扎西寺,,zha xi si,1775,rnying ma/,3.341910905,3.342,,,,,,,,,,,,,,,,
0101000020E6100000CDCCCCCCCCDC58401630815B77174040,2704,535,,,ma gong si,上然姑乡,Shangrangu xiang,Shang Ran Gu Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.18333,99.45,513330216,162,bar chuang dagon,513330216,162,bar chuang dagon,,Derge,G1539,sde dge rdzong,G1677,,bar chung dgon,,na,麻龚寺,,ma gong si,na,sa skya/,6.516356054,6.516,,,,,Full name is Shangrangu Xiang,,,,,,,,,,,
0101000020E61000008E01D9EBDDCD58402D6002B7EEEE3F40,2702,525,,,la jia si,马尼干戈乡,Manigange xiang,Ma Ni Gan Ge Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.93333,99.21667,513330212,174,lha rgyal dgon,513330212,174,lha rgyal dgon/,,Derge,G1539,sde dge rdzong,G1679,,,,na,拉加寺,,la jia si,1767,sa skya/,5.503880236,5.504,,,,,,,,,,,,,,,,
0101000020E61000003DCBF3E0EEDE59405036E50AEF8E4240,1441,1911,,,dalong si,松山乡,Songshan xiang,Song Shan Xiang,622326,天祝藏族自治县,Tianzu Tibetan Zizhixian,6223,Wuwei Diqu,Gansu,Tianzhu_Lex_20120622,37.11667,103.48333,622326207,5,stag lung dgon dga' ldan dam chos gling,622326207,5,stag lung dgon dga' ldan dam chos gling,,Tianzhu,G1052,dpa' ris rdzong,G168,,zung zhan stag lung dgon dga' ldan dam chos gling,,,达隆寺,,dalong si,1644,Geluk,2.999220203,2.999,,,,,,,,,,,,,,,,
0101000020E6100000289B728577C758408369183E22024040,2525,537,,,jia rong si,窝公乡,Wogong xiang,Wo Gong Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.01667,99.11667,513330217,165,rgyal roang dagon,513330217,165,rgyal roang dagon,,Derge,G1539,sde dge rdzong,G1680,,rgyal rong dgon (sde dge rdzong),,na,加绒寺,,jia rong si,1742,rnying ma/,4.830451164,4.83,,,,,,,,,,,,,,,,
0101000020E6100000CDCCCCCCCC9C58409A99999999D93F40,2696,513,,,yin nan si,汪布顶乡,Wangbuding xiang,Wang Bu Ding Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.85,98.45,513330206,151,ye dagon,513330206,151,ye dagon,,Derge,G1539,sde dge rdzong,G1681,,ye na dgon,,na,银南寺,,yin nan si,na,sa skya/,18.73594804,18.736,,,,,,,,,,,,,,,,
0101000020E61000003ECBF3E0EEBE58403333333333334040,123,553,,,cha cha si,阿须乡,Axu xiang,A Xu Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.4,98.98333,513330221,172,tshar tshar dagon,513330221,172,tshar tshar dagon,,Derge,G1539,sde dge rdzong,G1682,,tshar tshar dgon,,na,岔岔寺,,cha cha si,1575,bka' brgyud/,7.255840952,7.256,,,,,,,,,,,,,,,,
0101000020E6100000289B7285779758404963B48EAA2A4040,2518,521,,,rong ge si,俄南乡,Enan xiang,E Nan Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.33333,98.36667,513330209,130,r skoar dagon,513330209,130,r skoar dagon,,Derge,G1539,sde dge rdzong,G1683,,ra skor dgon,,na,绒戈寺,,rong ge si,na,rnying ma/,8.2822594,8.282,,,,,,,,,,,,,,,,
0101000020E61000003333333333C358401630815B77374040,2528,556,,,ga tuo si,亚丁乡,Yading xiang,Ya Ding Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.43333,99.05,513330223,143,k:thoag dagon,513330223,143,k:thoag dagon,,Derge,G1539,sde dge rdzong,G1684,,rdza kaH thog dgon,,na,呷拖寺,德格呷拖寺,ga tuo si,na,rnying ma/,69.71070059,69.711,,,,,,,,,,,,,,,,
0101000020E6100000C2340C1F11C15840CDCCCCCCCC2C4040,126,557,,,deng pi si,所巴乡,Suoba xiang,Suo Ba Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.35,99.01667,513330224,142,bstan 'pheal dagon,513330224,142,bstan 'pheal dagon,,Derge,G1539,sde dge rdzong,G1685,,bstan 'phel dgon (sde dge rdzong),,na,登批寺,,deng pi si,na,bka' brgyud/,5.21648409,5.216,,,,,,,,,,,,,,,,
0101000020E6100000C1340C1F11D158407D96E7C1DD1D4040,288,540,,,man jin si,温拖乡,Wentuo xiang,Wen Tuo Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.23333,99.26667,513330218,157,smoan rgyal dagon,513330218,157,smoan rgyal dagon,,Derge,G1539,sde dge rdzong,G1686,,rdza smon rgyal dgon,,na,满金寺,,man jin si,na,bon po/,10.74575543,10.746,,,,,,,,,,,,,,,,
0101000020E61000003333333333C358403333333333334040,125,555,,,ben ni si,亚丁乡,Yading xiang,Ya Ding Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.4,99.05,513330223,126,pad snyiang dagon,513330223,126,pad snyiang dagon,,Derge,G1539,sde dge rdzong,G1687,,,,na,白尼寺,bai ni si ?,ben ni si,1600,bka' brgyud/,69.71070059,69.711,,,,,,,,,,,,,,,,
0101000020E61000003ECBF3E0EEBE58403333333333334040,124,554,,,ge sa er jing tang,阿须乡,Axu xiang,A Xu Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.4,98.98333,513330221,173,ge sar lh khang,513330221,173,ge sar lh khang,,Derge,G1539,sde dge rdzong,G1690,,sde dge ge sar lha khang,,na,格萨尔经堂,,ge sa er jing tang,na,bka' brgyud/,7.255840952,7.256,,,,,,,,,,,,,,,,
0101000020E6100000B79C4B7155A558403333333333B33F40,2516,510,,,yan weng si,龚垭乡,Gongya xiang,Gong Ya Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.7,98.58334,513330204,177,e labr dagon,513330204,177,e labr dagon,E ? dgon,Derge,G1539,sde dge rdzong,G1691,??,,,na,严翁寺,,yan weng si,1159,rnying ma/,16.52073352,16.521,,,,,,,,,,,,,,,,
0101000020E61000000B98C0ADBBBB58406566666666264040,2916,550,,,qu ou si,浪多乡,Langduo xiang,Lang Duo Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.3,98.93333,513330220,153,chu ngoags dgoan,,,,,,,,G1692,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E6100000CDCCCCCCCCBC58405F9335EA21623F40,2537,566,,,ga tuo si,河坡乡,Hepo xiang,He Po Xiang,513331,白玉县,Baiyu Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.38333,98.95,513331204,336,k:thoag dagon,513331204,336,k:thoag dagon,,Baiyu,G2300,dpal yul rdzong,G17,,kaH thog,,na,噶陀寺,呷拖寺,ga tuo si,1122,rnying ma/,3.929581892,3.93,,,,,,,,,,,,,,,,
0101000020E61000000000000000A059409A99999999794240,237,1907,,,tiantang si,朱岔乡,Zhucha xiang,Zhu Cha Xiang,622326,天祝藏族自治县,Tianzu Tibetan Zizhixian,6223,Wuwei Diqu,Gansu,Tianzhu_Lex_20120622,36.95,102.5,622326201,1,mchod rten thang bkra shis dar rgyas gling,622326201,1,mchod rten thang bkra shis dar rgyas gling,,Tianzhu,G1052,dpa' ris rdzong,G170,,,,Chorten Tang,天堂寺,,tiantang si,820,Bon,3.523484021,3.523,1360,Kagyu,1639,Geluk,,,,,,,,,,,,
0101000020E61000002254A9D903A359405743E21E4B0B4240,1915,2326,,阿吾具寺,awuju si,金源藏族乡,Jinyuancangzu xiang,Jin Yuan Cang Zu Xiang,632127,化隆回族自治县,Hualong Hui Zizhixian,6321,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.08823,102.54711,632127216,230,a u cul zi,632127216,212,a u cul zi,a u cul zi,na,G1PD96109,ba yan rdzong,G1709,,,,,,,awuju si,1730,n,96.75858732,96.759,,,,,,,,,,,,,,,,
0101000020E6100000EEE6A90EB9A95640D218ADA3AA513D40,1606,918,,,Chokhor Yangtse,达嘎乡,Daga xiang,Da Ga Xiang,540124,曲水县,Qushui Xian,5401,Lhasa Shi,Xizang,U_gonpa_Lex_20120622,29.31901,90.65192,540124204,540124111,chos 'khor yang rtse,540124204,540124111,chos 'khor yang rtse,,Chushur,G2128,chu shur rdzong,G1714,,,,Chokhor Yangtse,琼果扬孜寺,,na,1350,Kagyu,8.927774306,8.928,1450,Gelug,x,x,,,,,,,,,,,,
0101000020E6100000CABE2B82FF955940A4703D0AD7834240,739,2251,,甘禅寺,ganchan si,巴扎藏族乡,Bazhacangzu xiang,Ba Zha Cang Zu Xiang,632126,互助土族自治县,Huzhu Tu Zizhixian,6321,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,37.03,102.34372,632126219,143,kan chen dgon theg chen thar pa gling,632126219,133,kan chen dgon theg chen thar pa gling,,na,G1PD96101,dgon lung rdzong,G172,,,,,甘禅寺,,ganchan si,1643,g,7.484749822,7.485,,,,,,,,,,,,,,,,
