the_geom,cartodb_id,chgis_id,altname_wylie,name_ch,name_py,town_ch,town_py,town_syl,gbcnty,cnty_ch,cnty_py,gbdist,dist_py,prov_py,orig_file,lat,long,gbtown_from_lex,gis_id_from_lex,name_wylie_from_lex,gbtown_from_tbrc,gis_id_from_tbrc,wylie_name_from_karl,normalized_wylie_name_tbrc,county,tbrc_county_g_,tbrc_county_notes,tbrc_site_g_,tbrc_site_notes,alternative_wylie_name,tbrc_phonetic,phonetic,primary_chinese_cha,alternative_chinese_cha,pinyin_name,founding,sect,gonpa_per_1000_sq_km,gonpa_per_ecumen,conv_date_1,conv_sect_1,conv_date_2,conv_sect_2,notes,problems,field_45,field_46,field_47,field_48,field_49,field_50,field_51,field_52,field_53,field_54
0101000020E61000009FB0C403CABA5940672C9ACE4EAE4140,2924,2059,,,,曲奥乡,Quao xiang,Qu Ao Xiang,623027,夏河县,Xiahe Xian,6230,Gannan Zizhizhou,Gansu,Gannan_Lex_20120621,35.36178,102.91858,623027206,623025711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0101000020E61000000B98C0ADBBBB58406566666666264040,122,549,,,qu ou si,浪多乡,Langduo xiang,Lang Duo Xiang,513330,德格县,Dege Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.3,98.93333,513330220,152,chu ngogs dgon,513330220,152,chu ngogs dgon/,,Derge,G1539,sde dge rdzong,,,,,na,曲欧寺,,qu ou si,1649,bka' brgyud/,5.488474204,5.488,,,,,were 2 entries for this gonpa in original GIS core-periphery file by mistake. Deleted GIS ID 153 double entry from this file.,,,,,,,,,,,
0101000020E6100000DC989EB0C44358404AEF1B5F7B824040,2827,2691,,嘉那嘛呢康,jiana mani kang,结古镇,Jiegu zhen,Jie Gu Zhen,632721,玉树县,Yushu Xian,6327,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,33.01939,97.05888,632721100,193,rgya nag ma ni khang,632721100,193,rgya nag ma ni khang,rgya nag ma ni khang,na,G2326,yul shul rdzong, ,,,,,嘉那嘛呢石经城,,jiana mani kang,1715,Sakya,7.657554177,7.658,,,,,,,,,,,,,,,,
0101000020E6100000289B7285770759403A0664AF77773F40,2480,450,,,ya wo si,沙堆乡,Shadui xiang,Sha Dui Xiang,513329,新龙县,Xinlong Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.46667,100.11667,513329200,214,yang dben dgon,513329200,214,yang dben dgon/,,Xinlong,G1246,nyag rong rdzong,DUPLICATE,,,,na,牙窝寺,,ya wo si,na,rnying ma/,5.306376938,5.306,,,,,,,,,,,,,,,,
0101000020E61000004963B48EAA0A5940C6F99B5088C83E40,115,475,,,leng bu si,博美乡,Bomei xiang,Bo Mei Xiang,513329,新龙县,Xinlong Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.78333,100.16666,513329207,185,klu 'bum dgon,513329207,185,klu 'bum dgon/,,Xinlong,G1246,nyag rong rdzong,DUPLICATE,,,,na,楞波寺,(leng bo si ?),leng bu si,na,bka' brgyud/,65.6845266,65.685,,,,,,,,,,,,,,,,
0101000020E6100000CDCCCCCCCC0C59406666666666663F40,2492,463,,,ri ba jue mu si,大盖乡,Dagai xiang,Da Gai Xiang,513329,新龙县,Xinlong Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.4,100.2,513329202,211,bde chen jo mo dgon,513329202,211,bde chen jo mo dgon/,,Xinlong,G1246,nyag rong rdzong,DUPLICATE,,,,na,日巴觉母寺,,ri ba jue mu si,1725,rnying ma/,8.500716489,8.501,,,,,Early 18th c. (18????).,,,,,,,,,,,
0101000020E610000033333333331359402C6002B7EE2E3F40,278,456,,,jia nong si,乐安乡,Lean xiang,Le An Xiang,513329,新龙县,Xinlong Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.18333,100.3,513329201,180,rgyal zhing dgon,513329201,180,rgyal zhing dgon/,,Xinlong,G1246,nyag rong rdzong,DUPLICATE,,,,na,甲农寺,,jia nong si,1575,bon po/,10.06684384,10.067,,,,,Late 16th c. (16????).,,,,,,,,,,,
0101000020E6100000F5673F5244245940F92CCF83BB7B3E40,2503,480,,,lang cun si,孜拖西乡,Zituoxi xiang,Zi Tuo Xi Xiang,513329,新龙县,Xinlong Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.48333,100.56667,513329209,202,ngas tshan dagon,513329209,202,ngas tshan dagon,nags tshan dgon,Xinlong,G1246,nyag rong rdzong,DUPLICATE,,,,na,朗村寺,,lang cun si,na,rnying ma/,7.135619586,7.136,,,,,,,,,,,,,,,,
0101000020E61000003F6F2A52612058406891ED7C3F094040,492,2807,,采久寺,caijiu si,白扎乡,Baizha xiang,Bai Zha Xiang,632725,囊谦县,Nangqian Xian,6327,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,32.07225,96.50594,632725201,125,tshes bcu dgon 'brug mdo sngaT bshad sgrub chos 'khor gling,632725201,125,tshes bcu dgon 'brug mdo sngaT bshad sgrub chos 'khor gling,,na,G1467,nang chen rdzong,DUPLICATE,,tshes bcu dgon (nang chen rdzong ),,,采久寺,,caijiu si,na,Drugpa,6.205928213,6.206,,,,,c. 1830s became administrative center of 'Yushu 25 Tribes',,,,,,,,,,,
0101000020E6100000CDCCCCCCCCCC5840C6F99B5088483C40,1175,802,,东竹林觉母衮,Dongzhulin juemugun,奔子栏乡,Benzilan xiang,Ben Zi Lan Xiang,533422,德钦县,Deqin Xian,5334,Deqen Zizhizhou,Yunnan,Yunnan_Lex_20120622,28.28333,99.2,533422205,16,na,533422205,16,na,,Deqin,G1522,bde chen rdzong,DUPLICATE,,sbom rag dga' ldan don grub gling,,na,东竹林寺,香格里拉噶丹东竹林寺/冲冲错岗衮,Dongzhulin juemugun,na,Geluk,3.309504898,3.31,,,,,Extant or Rebuilt,,,,,,,,,,,
0101000020E6100000B81E85EB51185940D0F23CB83B2F4240,66,2489,,东格尔寺,dongge'er si,廿地乡,Niandi xiang,Nian Di Xiang,632521,共和县,Gonghe Xian,6325,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,36.36901,100.38,632521201,36,dung dkar bon dgon,632521201,441,dung dkar bon dgon,,na,G1698,chab cha rdzong,DUPLICATE,,dung dkar dgon gshen bstan dar rgyas gling,,Dungkar,东格尔寺,东科寺,dongge'er si,1350,b,5.094866413,5.095,,,,,,,,,,,,,,,,
0101000020E6100000F7C77BD5CA545940448B6CE7FBF54140,76,2534,,却毛寺,quemao si,河西乡,Hexi xiang,He Xi Xiang,632523,贵德县,Guide Xian,6325,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.92175,101.32488,632523201,306,khyung mo'i dgon g.yung drung phun tshogs gling ngam bon sgar bkra shis chos gling,632523201,644,khyung mo'i dgon g.yung drung phun tshogs gling ngam bon sgar bkra shis chos gling,,na,G1715,khri ka rdzong,DUPLICATE,,,,,却毛寺,,quemao si,1790,b/g,59.243461,59.243,,,,,,,,,,,,,,,,
0101000020E6100000B81E85EB51585940C893A46B26F74140,69,2536,,当车寺,dangche si,河西乡,Hexi xiang,He Xi Xiang,632523,贵德县,Guide Xian,6325,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.93086,101.38,632523201,265,stong che'i bon dgon,632523201,361,stong che'i bon dgon,,na,G1715,khri ka rdzong,DUPLICATE,,,,,当车寺,,dangche si,1766,b,59.243461,59.243,,,,,,,,,,,,,,,,
0101000020E610000000000000006059400E10CCD1E3FF4140,68,2519,,色尔加寺,se'erjia si,河阴镇,Heyin zhen,He Yin Zhen,632523,贵德县,Guide Xian,6325,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.99914,101.5,632523100,312,se kya'i bon dgon,632523100,362,se kya'i bon dgon,,na,G1715,khri ka rdzong,DUPLICATE,,,,,色尔加寺,,se'erjia si,1807,b,39.15877732,80.808,,,,,,,,,,,,,,,,
0101000020E6100000736891ED7C9D5940DF6C73637A0A4240,1905,2310,,桑加吾具寺,sangjia wuju si,初麻乡,Chuma xiang,Chu Ma Xiang,632127,化隆回族自治县,Hualong Hui Zizhixian,6321,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.08186,102.46075,632127215,317,sang ca u cul zi,632127215,214,sang ca u cul zi,sang ca u cul zi,na,G1PD96109,ba yan rdzong,DUPLICATE,,,,,桑加吾具寺,,sangjia wuju si,1810,n,57.84526392,57.845,,,,,,,,,,,,,,,,
0101000020E61000002A52616C21A259406666666666064240,1913,2321,,土哇寺,tuwa si,金源藏族乡,Jinyuancangzu xiang,Jin Yuan Cang Zu Xiang,632127,化隆回族自治县,Hualong Hui Zizhixian,6321,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.05,102.53329,632127216,141,mthu ba dgon bkra shis chos sde,632127216,210,mthu ba dgon bkra shis chos sde,,na,G1PD96109,ba yan rdzong,DUPLICATE,,,,,秃哇仓寺,土挖寺/徒哇寺,tuwacang si,1669,n,96.75858732,96.759,,,,,,,,,,,,,,,,
0101000020E61000009A99999999A959400000000000004240,1919,2335,,塔加寺,tajia si,塔加藏族乡,Tajiacangzu xiang,Ta Jia Cang Zu Xiang,632127,化隆回族自治县,Hualong Hui Zizhixian,6321,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36,102.65,632127217,195,tha kya dgon bkra shis bsam gtan gling,632127217,216,tha kya dgon bkra shis bsam gtan gling,,na,G1PD96109,ba yan rdzong,DUPLICATE,,,,,塔加寺,塔加寺,tajia si,1692,n,22.55617898,22.556,,,,,,,,,,,,,,,,
0101000020E61000009A99999999195640609335EA21223C40,2155,1651,,,Nye,,Changlong xiang,,542338,岗巴县,Gangba Xian,5423,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,28.13333,88.4,542338200,542338102,(Nye),542338200,542338102,(Nye),,Kangba,G2168,gam pa rdzong,DUPLICATE,,mchod rten nyi ma,,Nye,曲典尼玛寺,,na,1000,non-sect,2.893476657,2.893,x,x,x,x,"certainly phyi dar, possibly even Imperial era cave temple carvings, pictures in Kangba Xian Wenwuzhi, 1993",,,,,,,,,,,
0101000020E6100000AF777FBC57E35940CA6C904946024140,248,2009,,,Zhari Benjiao Si,尼傲乡,Niao xiang,Ni Ao Xiang,623024,迭部县,Diebu Xian,6230,Gannan Zizhizhou,Gansu,Gannan_Lex_20120621,34.01777,103.55223,623024204,623024127,rtsa ri'i bon dgon,623024204,623024127,rtsa ri'i bon dgon,,na,G2205,the bo rdzong,DUPLICATE,,,,Tsari,扎日苯教寺,,Zhari Benjiao Si,790,Bon,10.12837718,9.088,,,,,,,,,,,,,,,,
0101000020E61000003ECBF3E0EE5E5940D39FFD4811913E40,359,368,,,hui yuan si,协德乡,Xiede xiang,Xie De Xiang,513326,道孚县,Daofu Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.56667,101.48333,513326217,465,mgar thar dagon,513326217,465,mgar thar dagon,,Daofu,G2298,rta'u rdzong,DUPLICATE,,mgar thar dgon byams pa gling,,na,慧远寺,嘎达向巴林,hui yuan si,1703,dge lugs/,5.713143086,5.713,,,,,,,,,,,,,,,,
0101000020E6100000F5673F5244E45840C5F99B5088083F40,2543,580,,,da ke si,阿察乡,Acha xiang,A Cha Xiang,513331,白玉县,Baiyu Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.03333,99.56667,513331208,361,mda' kho dagon,513331208,361,mda' kho dagon,,Baiyu,G2300,dpal yul rdzong,DUPLICATE,,mda' kho dgon (dpal yul rdzong),,na,打科寺,,da ke si,1825,rnying ma/,4.140443856,4.14,,,,,,,,,,,,,,,,
0101000020E610000072FE2614221259409999999999194040,2583,650,,,ji long si,亚龙乡,Yalong xiang,Ya Long Xiang,513333,色达县,Seda Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.2,100.28333,513333206,424,dkyil lung dgon,513333206,424,dkyil lung dgon/,,Seta,G2302,gser thar rdzong,DUPLICATE,,,,na,几龙寺,,ji long si,1832,rnying ma/,29.50722927,29.507,,,,,,,,,,,,,,,,
0101000020E610000072FE2614222259404963B48EAA4A4040,2588,655,,,zha zha si,年龙乡,Nianlong xiang,Nian Long Xiang,513333,色达县,Seda Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.58333,100.53333,513333208,434,tra tra dgon,513333208,434,tra tra dgon/,,Seta,G2302,gser thar rdzong,DUPLICATE,,,,na,扎扎寺,,zha zha si,1825,rnying ma/,4.57101065,4.571,,,,,,,,,,,,,,,,
0101000020E610000011DF89592FE65740F91400E319644040,2066,2744,,乃多寺,naiduo si,昂赛乡,Angsai xiang,Ang Sai Xiang,632722,杂多县,Zaduo Xian,6327,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,32.78204,95.59664,632722201,128,gnas mdo gsang sngaT dar rgyas bde chen gling,632722201,128,gnas mdo gsang sngaT dar rgyas bde chen gling,,na,G2328,rdza stod rdzong,DUPLICATE,,gnas mdo dgon,,,乃多寺,年多寺,naiduo si,1440,Nendo,3.535392818,3.535,,,,,location info from ????.,,,,,,,,,,,
0101000020E61000008043A852B3C556404750FC1873A73D40,989,846,,,Norbulingka,冲赛康街道,Chongsaikang jiedao,Chong Sai Kang Jie Dao,540102,拉萨 城关区,Lhasa Chengguan Qu,5401,Lhasa Shi,Xizang,Lhasa_Lex_20120621,29.6541,91.08907,540102006,540101126,nor bu gling ga,540102006,540101126,nor bu gling ga,,Lhasa,G2800,lha sa grong khyer,DUPLICATE,,,,Norbulingka,罗布林卡,,na,1750,Gelug,282.4133504,282.413,x,x,x,x,,,,,,,,,,,,
0101000020E610000090BDDEFDF1C6564080B74082E2AF3D40,977,816,,,Drakri,公德林街道,Gongdelin jiedao,Gong De Lin Jie Dao,540102,拉萨 城关区,Lhasa Chengguan Qu,5401,Lhasa Shi,Xizang,Lhasa_Lex_20120621,29.68705,91.10852,540102001,540101128,brag ri ri khrod,540102001,540101132,brag ri ri khrod,,Lhasa,G2800,lha sa grong khyer,DUPLICATE,,,,Drakri,扎日,扎日山居修行处,na,1416,Gelug,168.8713763,168.871,x,x,x,x,,xx,,,,,,,,,,
0101000020E61000001C7233DC80C75640E36BCF2C09A83D40,2090,853,,,Potala,冲赛康街道,Chongsaikang jiedao,Chong Sai Kang Jie Dao,540102,拉萨 城关区,Lhasa Chengguan Qu,5401,Lhasa Shi,Xizang,Lhasa_Lex_20120621,29.65639,91.11724,540102006,540101101,po ta la,540102006,540101101,po ta la,,Lhasa,G2800,lha sa grong khyer,DUPLICATE,,,,Potala,布达拉宫,,na,650,non-sect,282.4133504,282.413,1650,non-sect,x,x,,,,,,,,,,,,
0101000020E61000005C3D27BD6FC8564081E7DEC325A73D40,2081,832,,,Jokhang,八廓街道,Bakuo jiedao,Ba Kuo Jie Dao,540102,拉萨 城关区,Lhasa Chengguan Qu,5401,Lhasa Shi,Xizang,Lhasa_Lex_20120621,29.65292,91.13182,540102004,540101102,lha sa gtsug lag khang,540102004,540101102,lha sa gtsug lag khang,,Lhasa,G2800,lha sa grong khyer,DUPLICATE,dup. G3777 ?,,,Jokhang,大昭寺,祖拉康/觉康,na,639,non-sect,448.7658938,448.766,x,x,x,x,,,,,,,,,,,,
0101000020E6100000BF9A030473C856409131772D21A73D40,2075,825,,,Meru Nyingpa,八廓街道,Bakuo jiedao,Ba Kuo Jie Dao,540102,拉萨 城关区,Lhasa Chengguan Qu,5401,Lhasa Shi,Xizang,Lhasa_Lex_20120621,29.65285,91.13202,540102004,540101109,Rme ru rnying pa,540102004,540101109,Rme ru rnying pa,,Lhasa,G2800,lha sa grong khyer,DUPLICATE,,,,Meru Nyingpa,旧木如寺,,na,825,non-sect,448.7658938,448.766,1750,Gelug,x,x,,,,,,,,,,,,
0101000020E6100000FF78AF5A99C85640C663062AE3A73D40,4,823,,,Meru Gonsar,八廓街道,Bakuo jiedao,Ba Kuo Jie Dao,540102,拉萨 城关区,Lhasa Chengguan Qu,5401,Lhasa Shi,Xizang,Lhasa_Lex_20120621,29.65581,91.13436,540102004,540101107,rme ru dgon gsar,540102004,540101107,rme ru dgon gsar,,Lhasa,G2800,lha sa grong khyer,DUPLICATE,,,,Meru Gonsar,新木如寺,,na,1050,?,448.7658938,448.766,1800s?,Gelug,x,x,,,,,,,,,,,,
0101000020E61000008E01D9EBDDED58407D96E7C1DD1D4040,2469,434,,,xia re guo si,查龙乡,Chalong xiang,Cha Long Xiang,513328,甘孜县,Ganzi Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.23333,99.71667,513328220,318,bru shug dgon,513328220,319,bum thang dgon/,,Kanze,G621,dkar mdzes rdzong,DUPLICATE,,dkar mdzes 'bum thang dgon,,na,中然果寺,pinyin: zhong ran guo si?,zhong re guo si,1604,rnying ma/,10.84745763,10.847,,,,,,xx,,,,,,,,,,
0101000020E61000008E01D9EBDDED58407D96E7C1DD1D4040,2470,435,,,zhong re guo si,查龙乡,Chalong xiang,Cha Long Xiang,513328,甘孜县,Ganzi Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.23333,99.71667,513328220,319,bum thang dgon,513328220,321,bru shuag dagon,,Kanze,G621,dkar mdzes rdzong,DUPLICATE,,bru shug dgon,,na,下然果寺,,xia ran guo si,1747,rnying ma/,4.160737616,10.847,,,,,,xx,,,,,,,,,,
0101000020E6100000B79C4B715505594093C6681D55953F40,113,419,,,zha ma si,拖坝乡,Tuoba xiang,Tuo Ba Xiang,513328,甘孜县,Ganzi Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.58333,100.08334,513328210,305,khang dmar dgon,513328210,305,khang dmar dgon/,,Kanze,G621,dkar mdzes rdzong,DUPLICATE,,dkar mdzes khang dmar dgon,,na,空玛寺,incorrect pinyin? 扎马寺 at Derge,zha ma si,1662,bka' brgyud/,38.19223425,38.192,,,,,,,,,,,,,,,,
0101000020E61000004963B48EAA0A59406566666666A63F40,2465,425,,,ze se jue mu si,下雄乡,Xiaxiong xiang,Xia Xiong Xiang,513328,甘孜县,Ganzi Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.65,100.16666,513328213,291,baras tshal jo mo dagon,513328213,289,bras tshal bde chen gling /,,Kanze,G621,dkar mdzes rdzong,DUPLICATE,dup. G418 ?,,,na,则色觉母寺,,ze se jue mu si,1933,rnying ma/,21.39952921,21.4,,,,,,xx,,,,,,,,,,
0101000020E6100000D7648D7A88B855406E3997E2AA6A3D40,2304,1580,,,Riwo Dratsang,,Sangsang zhen,,542327,昂仁县,Angren Xian,5423,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.41667,86.88333,542327101,542327103,bkra bzang,542327101,542327103,bkra bzang,,Ngamring,G2162,ngam ring rdzong,G00AG01622,,se bkra bzang dgon,,Riwo Dratsang,扎桑寺,日吾扎桑寺,na,1600,Nyingma,3.312,3.312,x,x,x,x,,,,,,,,,,,,
0101000020E61000006566666666A655403333333333733D40,2143,1582,,,Lhadrak,,Sangsang zhen,,542327,昂仁县,Angren Xian,5423,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.45,86.6,542327101,542327101,lha brag,542327101,542327101,lha brag,,na,G2162,ngam ring rdzong,G00AG01624,,zang zang lha brag srid gsum rnam rgyal,,Lhadrak,拉扎寺,桑桑拉扎寺,na,800,non-sect,3.312025966,3.312,x,x,x,x,"An 'Eagle's Nest' site, on cliff side about 20 km west of Sangsang, and 3 km south of Tsangpo. Date from Xian Wenwuzhi",,,,,,,,,,,
0101000020E61000000B98C0ADBB5B5640C6F99B5088083D40,1696,1535,,,Tekchokling,,Dazi xiang,,542323,江孜县,Jiangzi Xian,5423,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.03333,89.43333,542323203,542323111,theg mchog gling,542323203,542323111,theg mchog gling,,Gyangtse,G2175,rgyal rtse rdzong,G00AG01698,,,,Tekchokling,天觉林寺,,na,1550,Kagyu,9.681,9.68,1650,Nyingma,x,x,TBRC states 5th,,,,,,,,,,,
0101000020E6100000F5673F5244345740A06CCA15DEDD3C40,1739,1901,,森木寺,Senmu si,登木乡,Dengmu xiang,Deng Mu Xiang,542627,朗县,Lang Xian,5426,Nyingchi Diqu,Xizang,Kham_Lex_20120621,28.86667,92.81667,542627200,556,,542627200,556,na,,Lang,G2140,snang rdzong,G00AG01700,,,,na,森木寺,,Senmu si,na,Kagyu,2.683555174,2.684,na,na,na,na,na,,,,,,,,,,,
0101000020E610000033333333335355409999999999D93C40,2323,1639,,,Gungtang,,Zongga zhen,,542335,吉隆县,Jilong Xian,5423,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,28.85,85.3,542335100,542335101,rdzong dkar chos sde,542335100,542335101,rdzong dkar chos sde,,Kyirong,G2161,skyid grong rdzong,G00EGS1017104,,,,Gungtang,宗嘎曲德,,na,970,Nyingma,0.629,0.629,1650,Geluk,x,x,Perhaps founder,,,,,,,,,,,
0101000020E6100000289B7285777759403333333333F33E40,339,282,,,a ji qu deng,聂呷乡,Niexia xiang,Nie Xia Xiang,513323,丹巴县,Danba Xian,5133,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.95,101.86667,513323202,25,A akyabs nchoad rtean dgon,513323202,25,A akyabs nchoad rtean dgon,,Danba,G2310,rong brag rdzong,G00EGS1017632,,a skyabs mchod rten dgon,,na,阿吉曲登,阿吉曲登寺,a ji qu deng,na,dge lugs/,18.464,18.464,,,,,,,,,,,,,,,,
0101000020E6100000D95A5F24B4E9594096CFF23CB8574040,1804,11,,董日寺/雪宝顶寺 (在地名录中董日为雪宝顶）,Dong ri si - Xue bao ding si,大寨乡,Dazhai xiang,Da Zhai Xiang,513224,松潘县,Songpan Xian,5132,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,32.68531,103.65162,513224204,240,Dung ri bya 'phur dgon (Dung ri bya 'phur dgon gsang chen smin grol bde chen gling),513224204,240,Dung ri bya 'phur dgon (Dung ri bya 'phur dgon gsang chen smin grol bde chen gling),,zung chu rdzong,G2333,zung chu rdzong,G00JR691,,gsang chen smin grol bde chen gling,,,董日寺,雪宝顶寺,Dong ri si/ Xue bao ding si,1108,N,4.898,4.898,,,,,,,,,,,,,,,,
0101000020E61000001B0DE02D90685940AFEB17EC86354040,559,201,,茸贡寺,Rong gong si,茸安乡,Rongan xiang,Rong An Xiang,513231,阿坝县,Aba Xian,5132,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,32.41818,101.6338,513231214,207,Rong dgon bkra shis lhun grub gling (Ki rti'i ma dgon),513231214,207,Rong dgon bkra shis lhun grub gling (Ki rti'i ma dgon bkra shis lhun grub gling),rong dgon bkra shis lhun grub gling (ki rti'i ma dgon),Rnga ba rdzong,G2331,rnga ba rdzong,G00JR692,,ri dgon bkra shis lhun grub gling,,,茸贡寺,,Rong gong si,1412,G,0.928,0.928,,,,,,,,,,,,,,,,
0101000020E610000065666666663656400000000000403D40,1354,1504,,,Tashi Lhunpo,,Chengnan jiedao,,542301,日喀则市,Rikaze Shi,5423,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.25,88.85,542301001,542301,bkra shis lhun po,542301001,542301,bkra shis lhan po,,Shigatse,G2170,gzhis ka rtse rdzong,G104,,,,Tashi Lhunpo,扎什伦布寺,吉祥须弥寺,na,1447,Geluk,10.765,10.765,x,x,x,x,,,,,,,,,,,,
0101000020E610000070253B3602C35640F792C6681DAD3D40,992,855,,,Drepung,娘热乡,Niangre xiang,Niang Re Xiang,540102,拉萨 城关区,Lhasa Chengguan Qu,5401,Lhasa Shi,Xizang,Lhasa_Lex_20120621,29.67623,91.04701,540102202,540101128,bras sprungs dgon,540102202,540101128,bras sprungs dgon,,Lhasa,G2800,lha sa grong khyer,G108,,bras spungs dgon,,Drepung,哲蚌寺,,na,1416,Gelug,26.853,26.853,x,x,x,x,,,,,,,,,,,,
0101000020E6100000569FABADD8BD59409F5912A0A6CA4040,564,211,,达扎寺,Da zha si,达扎寺镇,Dazhasi zhen,Da Zha Si Zhen,513232,若尔盖县,Ruo'ergai Xian,5132,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,33.58321,102.96635,513232100,178,stag tsha dgon (bkra shi chos bzang gling),513232100,178,stag tsha dgon (bkra shi chos bzang gling),,mdzod dge rdzong,G299,mdzod dge rdzong,G10MS14284,,bkra shis chos bzang gling,,,达扎寺,,Da zha si,1662,G,0.816519829,0.817,,,,,,,,,,,,,,,,
0101000020E61000009817601F9DC856407A4E7ADFF85A3D40,2287,1441,,,Dorje Drak,昌果乡,Changguo xiang,Chang Guo Xiang,542223,贡嘎县,Gongga Xian,5422,Shannan Diqu,Xizang,U_gonpa_Lex_20120622,29.35536,91.13459,542223202,542223107,rdo rje brag G11,542223202,542223107,rdo rje brag G11,,Gongkar,G2135,gong dkar rdzong,G11,,,,Dorje Drak,多吉扎寺,土登多吉扎寺,na,1650,Nyingma,8.314279776,8.314,x,x,x,x,sacked by Dzungars in 1717,,,,,,,,,,,
0101000020E610000005DD5ED218CF5640A16CCA15DE1D3D40,2278,1418,,,Dargye Choding,吉汝乡,Jiru xiang,Ji Ru Xiang,542222,扎囊县,Zhanang Xian,5422,Shannan Diqu,Xizang,U_gonpa_Lex_20120622,29.11667,91.23589,542222201,542222112,dar rgyas chos sdings,542222201,542222112,dar rgyas chos sdings,,Dranang,G799,grwa nang rdzong,G12,,dup. G532,,Dargye Choding,达杰曲林寺,,na,1600,Nyingma,12.24646001,12.246,x,x,x,x,,,,,,,,,,,,
0101000020E6100000C8C859D8D3BC5640B97020240BB03D40,1005,941,,,Gadong,羊达乡,Yangda xiang,Yang Da Xiang,540125,堆龙德庆县,Duilongdeqing Xian,5401,Lhasa Shi,Xizang,U_gonpa_Lex_20120622,29.68767,90.95043,540125203,540125109,dga' gdong dgon,540125203,540125109,dga' gdong dgon,,Tolung Dechen,G1325,stod lung bde chen rdzong,G1213,,,,Gadong,嘎东寺,,na,1600,Gelug,17.98431768,17.984,x,x,x,x,,,,,,,,,,,,
0101000020E61000000000000000005640A06CCA15DE5D3D40,1503,1577,,,Puntsokling,,Pengcuolin xiang,,542326,拉孜县,Lazi Xian,5423,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.36667,88,542326208,542326112,phun tshogs gling,542326208,542326112,phun tshogs gling,,Lhatse,G2167,lha rtse rdzong,G1219,,gtsang Phun tshogs gling Bkra shis 'dzoms pa,,Puntsokling,平措林寺,,na,1294,Jonang,3.527336861,3.527,1658,Geluk,x,x,,,,,,,,,,,,
0101000020E6100000CB9C2E8B897F5940E08442041C6E4040,1877,207,,郎措玛寺,Lang cuo ma si,麦尔玛乡,Maierma xiang,Mai Er Ma Xiang,513231,阿坝县,Aba Xian,5132,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,32.86023,101.99277,513231216,217,Rme'u ru ma'i gnam mtsho dgon (Gnam mtso ma'I sbra sde dgon - bkra shis gtsug lag bshad sgrub 'phel rgyas gling),513231216,217,Rme'u ru ma'i gnam mtsho dgon (Gnam mtso ma'I sbra sde dgon/ bkra shis gtsug lag bshad sgrub 'phel rgyas gling),,Rnga ba rdzong,G2331,rnga ba rdzong,G1372,,rme'u ru ma'i gnam mtsho dgon,,,朗措玛寺,天海金盘寺,Lang cuo ma si,1872,N,2.05554071,2.056,,,,,,,,,,,,,,,,
