id,name,lat,long,located in
G1918,阿粗乎寺; a tshogs dgon/,35.67581,100.22994,兴海县; rtsi gor thang rdzong /
G1KR2399,chin kri po'u zi/; 青知布寺,37.32978,99.53567,rkang tsha rdzong /; 刚察县
G296,pe cin tsan dan dgon/,,,pe cin/; 北京
G3943,'bur legs dgon/,,,ser shul rdzong /; Seshul county; 石渠县
G2LS515,gsal ba lung /,,,spu hreng rdzong /; Purang county; 普兰县
G1845,色尔加寺; se kyA bon sngags khang /,35.94506,101.5,khri ka rdzong /; 贵德县
G1KR5,kaH thog bsam gtan dgon/; 禅单寺,31.6309,102.82934,li xian; bkra shis gling rdzong /; 理县
G3642,yid lhung rtsa shul/,,,
G1KR1005,格荣寺,32.06667,97.3,昌都县; chab mdo rdzong /; Chamdo county
G1898,甲乙寺; rgya ye dgon/; Gyaye Gon Ngotsar Tardrenling,36.49279,100.6716,共和县; chab cha rdzong /
G1KR397,扎呷觉母寺; brag dkar jo mo dgon/,31.58333,100.01667,dkar mdzes rdzong /; Kartse County; 甘孜县
G2645,然觉寺; rab 'byor dgon/,32.49242,95.95874,nang chen rdzong /; 囊谦县; Nangchen County
G2525,Dzodge Garnying Ganden Tashi Chopeling; mdzod dge sgar rnying /,34.95119,103.05857,bsang chu rdzong /; 夏河县; mdzod dge rme ma zhang (bsang chu)
G1KR1316,伦珠寺,29.98333,98.3,smar khams rdzong /; 芒康县; Markham county
G2880,hrab dgon/,,,dol po/; bal yul/; 尼泊尔; nepal
G1911,万秀寺; ban shul dgon/,35.6022,101.3519,贵南县; mang ra rdzong /
G2218,mda' ba dgon/; 达巴寺,31.23056,79.92278,rtsa mda' rdzong /; 札达县; Tsada County
G1KR1241,拉布寺,30.23333,98,brag g.yab rdzong /; 察雅县; Drakyap County
G1KR2655,bkra shis chos gling /; 扎西曲朗寺,33.93,100.78,甘德县; dga' bde rdzong /; gtsang skor zhol ma zhang (dga' bde rdzong )
G1KR2725,布让拉康; spu rong lha khang dgon/,33.3712,96.76746,yul shul rdzong /; 玉树县
G1KR1208,达多寺,30.56667,97.96667,brag g.yab rdzong /; 察雅县; Drakyap County
G3643,khro shul 'gag ma/,,,
G1KR1006,德丁寺,32.06667,97.3,昌都县; chab mdo rdzong /; Chamdo county
G1KR1233,察多寺,30.56667,97.78333,brag g.yab rdzong /; 察雅县; Drakyap County
G4562,la mo dgon/; 拉穆寺,29.80973,91.56137,stag rtse rdzong /; 达孜县; Taktse county; la mo/
G2578,当卡寺; 'dam dkar dgon/; Damkar Monastery,,,yul shul rdzong /; 玉树县
G1KR2717,tong nyin ked zi/; 东改寺,32.67385,96.59147,yul shul rdzong /; 玉树县
G1GS6,mdog gsang sngags mkhar/,,,rnam gling rdzong /; 南木林县; Namling County; mdog chos shang (rnam gling rdzong)
G1KR1317,吉日寺,29.98333,98.3,smar khams rdzong /; 芒康县; Markham county
G2216,rab rgyas gling dgon/; 热布加林寺,31.9,79.6,rtsa mda' rdzong /; 札达县; Tsada County
G10MS14565,chos rje rgya che dgon/,,,'dzam thang rdzong /; 壤塘县
G1867,卷木寺; sgrom grwa tshang /,35.84262,101.42956,khri ka rdzong /; 贵德县
G1AG96,chab mdo gling stod grwa tshang /,,,昌都寺; Chamdo Jampaling; chab mdo dgon pa/
G1KR2114,拉沙上静房; zi na'i la sar ri khrod/,36.73956,101.36812,湟源县; stong skor rdzong /
G1KR2031,mtshe'u ru ma'i ser sde/; 采日玛塞德寺,33.47343,102.28278,rma chu rdzong /; 玛曲县
G1KR2287,ki chos zo/; 科却寺,36.10451,102.16859,化隆回族自治县; ba yan rdzong /
G3968,gser rta lha rtse dgon/; 喇则寺,31.91667,100.86667,gser thar rdzong /; 色达县; Serta county
G3940,宜牛寺; 'ju nyung dgon/,33.06667,98.33334,ser shul rdzong /; Seshul county; 石渠县
G3953,mgo tshwa dgon/; 俄查寺,32.58333,98.88333,ser shul rdzong /; Seshul county; 石渠县
G1KR1207,学龙寺,30.56667,97.96667,brag g.yab rdzong /; 察雅县; Drakyap County
G2GS1299,lho nag dgon/,,,Lhorong county; 洛隆县; lho rong rdzong /
G1KR1532,dben rtsa/; 恩扎寺,29.08333,89.63333,rgyal rtse rdzong /; 江孜县; Gyangtse county
G1KR321,tho nyi si (dgon); 托尼寺,28.41667,101.7,brgyad zil rdzong /; 九龙县
G1KR1232,乃德寺,30.56667,97.78333,brag g.yab rdzong /; 察雅县; Drakyap County
G1KR140,上扎西曲林寺; bkra shis chos gling gong ma/,32.27236,100.9493,'dzam thang rdzong /; 壤塘县
G1KR1181,ga shel dgon/; 嘎协寺,31.93569,94.937768,steng chen rdzong /; Tengchen County; 丁青县
G1KR304,spar sa gling dgon/; 巴什宝寺,31.01667,102.13333,rong brag rdzong /; Rongdrak county; 丹巴县
G1908,thul rol sngags khang /,,,贵南县; mang ra rdzong /
G1KR720,cha ran lha khang /; 恰仁拉康,29.03333,99.88333,cha phreng rdzong /; 乡城县
G1KR1025,卓东寺,31.45,98.78333,Joda County; 'jo mda' rdzong /; 江达县
G2442,ya cha dgon/,,,chu shur rdzong /; 曲水县; Chushur County; mnyes thang shang (chu shur rdzong)
G1KR1872,bkra shis rab brtan dgon/; 扎西绕登寺,29.23333,94.06667,Menling County; smin gling rdzong /; 米林县
G00JR692,茸贡寺; ri dgon/,32.41818,101.6338,zung chu rdzong /; 松潘县; shar khog
G1PD96127,bon po rgyud mkhar nang dgon pa/; mkhar nang dgon pa (bon po rgyud ),36.05451,101.95,化隆回族自治县; ba yan rdzong /
G1KR1791,blos btang dgon pa/; 洛当寺,31.5,79.6,rtsa mda' rdzong /; 札达县; Tsada County
G4632,bra 'or dgon/; 查乌寺,28.41942,92.35886,lhun rtse rdzong /; Lhuntse county; 隆子县
G1KR2126,mthun sgril zi/; 团结寺,36.31504,102.85669,民和县; bka' ma log rdzong /
G3640,bro brdung /,,,
G3641,'go tsha/,,,
G3041,lo dgon pa/; 洛普寺,29.92658,91.60416,stag rtse rdzong /; 达孜县; Taktse county; lo phu shang (stag rtse rdzong)
G1KR1209,左古寺,30.56667,97.96667,brag g.yab rdzong /; 察雅县; Drakyap County
G1KR320,jang nyang si (dgon); 江娘寺,28.41667,101.7,brgyad zil rdzong /; 九龙县
G2416,吉彩寺; skyid tshal dgon pa/; Kyitsal,29.26388,90.48647,chu shur rdzong /; 曲水县; Chushur County
G1KR1231,扎宗寺,30.56667,97.78333,brag g.yab rdzong /; 察雅县; Drakyap County
G1KR1154,瓦格寺; wa dge dgon/,31.280659,95.864033,steng chen rdzong /; Tengchen County; 丁青县
G1909,ru sngun grwa tshang /,,,贵南县; mang ra rdzong /
G1KR314,Ergou; er go si (dgon),28.91667,101.83334,brgyad zil rdzong /; 九龙县
G1PD96038,朱家寺; kru'i kya zi bkra shis dga' ldan bde skyid gling /,,,民和县; bka' ma log rdzong /
G1905,塔秀寺; thar shul dgon/,35.45967,100.60137,贵南县; mang ra rdzong /
G4783,雄雄寺; zhong zhong dgon/,29.66667,89.13333,rnam gling rdzong /; 南木林县; Namling County; shangs/
G2443,gsang sngags gling dgon/,,,chu shur rdzong /; 曲水县; Chushur County; tshal sne shang (chu shur rdzong)
G1650,银南寺; ye na dgon/,31.85,98.45,sde dge rdzong /; 德格县; Derge County
G1KR2449,昂让寺; ngang rong dgon/,35.85435,101.79258,gcan tsha rdzong /; 尖扎县
G1KR1240,珠寺,30.23333,98,brag g.yab rdzong /; 察雅县; Drakyap County
G4668,pha nang so dgon pa/,,,
G1KR1178,ri dmar dgon/; 日玛噶桑林寺,31.595707,95.094381,steng chen rdzong /; Tengchen County; 丁青县
G4149,则热寺; rtse ri dgon/,32.86666,97.41666,ser shul rdzong /; Seshul county; 石渠县
G607,rtsed thang dgon/; 阿曲扎仓,29.24915,91.79376,rtsed thang /; sne gdong rdzong /; Nedong County; 乃东县
G1KR1855,吉日寺; dgyes ri dgon/,29.563807,94.490931,林芝县; nying khri rdzong /; Nyingtri county
G1KR1813,普日寺; phu ri dgon pa/,31.75,78.95,rtsa mda' rdzong /; 札达县; Tsada County
G470,bde chen dgon/,,,
G1KR793,滚思寺,28.58333,99.7,香格里拉县; Gyeltang County; sems kyi nyi zla rdzong /
G2678,阿乜寺; dpal chung a mye dgon/,33.18592,97.06322,称多县; khri 'du rdzong /
G3646,ha wag,,,
G3779,'ba' seng khri chos grwa chen mo/,,,
G169,jag rong thur chen dgon/,,,a mdo/; rong chen bzhi/
G1KR1230,布嘎寺,30.56667,97.78333,brag g.yab rdzong /; 察雅县; Drakyap County
G1KR1276,拉日寺,29.83333,98.11667,左贡县; Zogang County; mdzo sgang rdzong /
G1KR222,mdzod ru dgon/; 若日寺,34.13115,103.05018,mdzod dge rdzong /; 若尔盖县
G2884,Palme Do-ngak Shedrubling; dpal me mdo sngags bshad sgrub gling /,,,nang chen rdzong /; 囊谦县; Nangchen County
G1KR1541,gling bu dgon/; 岭普寺,28.83333,89.78333,rgyal rtse rdzong /; 江孜县; Gyangtse county
G4008,'ba' lha ri dgon/; 哈然寺,29.2,99.15,'ba' thang rdzong /; Batang county; 巴塘县
G2KG208038,phur bzlog dgon pa/; phurdogkha temple,,,
G4097,smin grol dgon pa/; 米珠寺,30.35,101,nyag chu rdzong /; 雅江县; Nyakchu county
G2KR39,bkra shis chos 'khor gling /; Dashchoinkhorlin khiid; Dashchoinkhorlin khiid,48.00795,106.9365667,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G1KR93,pha bla dgon/; 帕拉寺,31.92528,102.10875,马尔康县; Barkham County; 'bar khams rdzong /
G1AG108,khwa char dgon/,,,spu rang /
G1KR2588,rgyas bza' lde'u tsa'i dgon gsar/; 吉扎寺,35.24823,99.70662,兴海县; rtsi gor thang rdzong /
G2AG22,Draksum Puri; brag gsum spu ri'i dgon pa/,,,
G2GS1296,chos khri thang /,,,Lhorong county; 洛隆县; lho rong rdzong /
G3508,gong dkar bshad sgrub gling /; 夏珠林寺,29.26475,90.81075,gong dkar rdzong /; Gongkar county; 贡嘎县
G2591,嘎巴寺; sga pa dgon/,33.47127,96.65363,yul shul rdzong /; 玉树县
G1KR322,嘉巴寺; ja pa si (dgon),28.41667,101.7,brgyad zil rdzong /; 九龙县
G4181,gtam shul tsher ma lung /,,,gtam shul/; lho brag rdzong /; 洛扎县; Lhodrag county
G3647,dpal ldan byams 'byor/,,,
G1KR1032,夏吉寺,31.88333,98.05,Joda County; 'jo mda' rdzong /; 江达县
G1PD96036,win kya zi bkra shis chos 'phel gling /; 文家寺,,,民和县; bka' ma log rdzong /
G2821,sne gdong rtse tshogs pa/; 孜措巴寺,29.22846,91.7848,sne gdong rdzong /; Nedong County; 乃东县
G1KR812,bkra shis dar rgyas gling /; 寿国寺,27.6,99.01667,Balung County; 'ba' lung rdzong /; 维西县
G1KR2712,栽空改寺; mdzes khang dge dgon pa/,32.9051,96.49702,yul shul rdzong /; 玉树县
G1AG109,thub chen dar rgyas gling /,,,Mustang; glo/
G1KR2804,乜也寺; lho me g.yel dgon pa/,32.02854,96.51535,nang chen rdzong /; 囊谦县; Nangchen County
G4908,塔尔么寺; a dpa' dgon pa/,32.77688,101.90472,阿坝县; rnga ba rdzong /
G4061,g.yung drung dar rgyas gling /; 达吉岭寺,31.1,101.86667,rong brag rdzong /; Rongdrak county; 丹巴县
G2KG208039,spus mo la/; pumola temple,,,
G1KR1603,Renga Chode; 仁嘎曲德寺; rin dga' chos sde/,29.48333,88.56667,bzhad mthong smon rdzong /; Shetongmon county; 谢通门县
G3698,stag mo dgon/; 达莫寺,31.48333,99.3,dpal yul rdzong /; Palyul county; 白玉县
G00KG09974,khrom brda khol dgon/,,,dpal yul rdzong /; Palyul county; 白玉县
G1KR1660,达那寺; rta rna dgon/; South Tana Monastery,31.53333,92.73333,Nagchu County; nag chu rdzong /; 那曲县
G1KR1634,？？; skyid rom dgon/; Kyirom,27.53333,88.93333,gro mo rdzong /; 亚东县; Dromo county
G1KR2113,bum pa ri khrod/; 奔巴尔静房,36.71726,101.36417,湟源县; stong skor rdzong /
G4407,smon mkhar dgon/,,,snye mo rdzong /; 尼木县; Nyemo county; snye mo shang (snye mo rdzong)
G1KR2763,嘎洒寺; sga gsar dgon pa/,33.16714,94.26907,杂多县; rdza stod rdzong /
G473,khro ru/,,,
G1KR2507,班多参康; ba' mdom mtshams khang /,35.36824,100.34526,同德县; gad pa sum mdo rdzong /
G1KR2333,cha kya dgon/; 恰加寺,35.9779,102.5,化隆回族自治县; ba yan rdzong /
G2GS1298,gzhi bkram dgon/,,,Lhorong county; 洛隆县; lho rong rdzong /
G1KR2845,改加寺; ge cag dge dgon pa/,31.88211,96.00251,nang chen rdzong /; 囊谦县; Nangchen County
G3645,zur lha 'bum/,,,
G475,'bri sgang /,,,'on/
G1PD96165,乙什扎寺; g.yu tsha dgon pa/,36.1,102.35,化隆回族自治县; ba yan rdzong /
G1531,bsam grub dgon/; 桑珠寺,31.9,99.65,dkar mdzes rdzong /; Kartse County; 甘孜县
G1KR57,大哇寺; ta wa dgon/,30.78236,102.24607,btsan lha rdzong /; 小金县
G2DOMM0033,Mongoliin Ikh Khüree khiid,47.92,106.9,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G2883,Dza Merchen Lhundrubling; mer chen lhun grub gling dgon/,,,
G1AG107,g.yu thog rnam rgyal gling /,,,
G1KR1221,色多寺,30.3,97.63333,brag g.yab rdzong /; 察雅县; Drakyap County
G2GS1297,spar chu mdo dgon/,,,Lhorong county; 洛隆县; lho rong rdzong /
G341,lho lung dkar dgon/,,,nang chen rdzong /; 囊谦县; Nangchen County
G10MS14284,stag tsha dgon/; 达扎寺,33.58321,102.96635,mdzod dge rdzong /; 若尔盖县
G1KR1873,羌纳寺,29.38333,94.5,Menling County; smin gling rdzong /; 米林县
G1KR2614,合洛寺; sog po dgon/,36.03284,100.76,贵南县; mang ra rdzong /
G1KR1720,鲁仓寺,30.73333,89.08334,shan rtsa rdzong /; Shantsa county; 申扎县
G3832,lcang lung dgon/; 龚拢寺,31.55,99.15,g.yung drung rnam bkod/; dpal yul rdzong /; Palyul county; 白玉县
G343,gtsang chu bzang dgon pa/,,,
G3797,昆觉寺; khu 'byor dgon/,29.41667,101.3,康定县; Dardo county; dar mdo rdzong /
G1KR424,ri brag dgon/; 日绕寺,31.65,100.16666,dkar mdzes rdzong /; Kartse County; 甘孜县
G1KR1026,根沙寺,31.93333,98.4,Joda County; 'jo mda' rdzong /; 江达县
G1KR1035,地普寺,31.88333,98.05,Joda County; 'jo mda' rdzong /; 江达县
G1KR1615,sho lha/; 索拉寺,28.53333,89.68333,khang dmar rdzong /; 康马县; Kangmar county
G4920,mdo li rdo kha dgon/; 多利多卡寺,33.85,100.11,mgo log
G4796,kun bzang gling /,,,paro; spa gro/
G1PD95986,广修寺; kong phyug zi/,36.31186,102.86063,民和县; bka' ma log rdzong /
G2GS1292,bsam gtan gling /,,,skyid grong rdzong /; 吉隆县; Kyirong county
G1KR2821,噶玛达杰寺; karma dar rgyas dgon pa/,32.4166,96.07999,nang chen rdzong /; 囊谦县; Nangchen County
G1PD96122,rta gdong dkar po/; 东冲寺,36.24352,101.88,化隆回族自治县; ba yan rdzong /
G342,ri gong dgon pa/,,,
G1KR1061,bla khri dgon/; 拉池寺,32.112599,97.473811,sde dge; Joda County; 'jo mda' rdzong /; 江达县
G3464,rgyal mo dgon/,,,
G16,rdzogs chen dgon/; Dzogchen Monastery; 竹庆寺,32.13334,98.85,sde dge rdzong /; 德格县; Derge County
G1KR1721,拉龙寺,30.73333,89.08334,shan rtsa rdzong /; Shantsa county; 申扎县
G1KR1353,khra rgan dgon/; 察根寺,30.949464,96.439054,Lhorong county; 洛隆县; lho rong rdzong /
G2711,达杰寺; dar rgyas dgon/,33.47437,96.62302,yul shul rdzong /; 玉树县
G1KR1036,乃多寺,31.88333,98.05,Joda County; 'jo mda' rdzong /; 江达县
G344,dpal steng dgon pa/,,,
G4791,岭青寺; gling chen dgon/,30.9,101.93333,rong brag rdzong /; Rongdrak county; 丹巴县
G4795,gsang sngags theg mchog gling /,,,la stod byang khri skor/
G2570,白智寺; be sprul dgon/,,,杂多县; rdza stod rdzong /
G1DOMM0013,Dagwa zodchiin khural,47.9,106.9,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G1KR1263,沙绕寺,30.25,96.65,八宿县; Pashod County; dpa' shod rdzong /
G2KR115,Shireetü juu; Xilituzhao; bkra shis yon brtan gling; Öljeiyi Ekinende Bolgagci Süme; Öljei-yi ekinende bolγaγci süme; Jalafun be enteheme obure szu; 延壽寺,40.799854,111.649457,mkhar sngon grong khyer; Kökeqota; Kökeqota; 呼和浩特市
G2GS1291,me tog mdangs can/,,,skyid grong rdzong /; 吉隆县; Kyirong county
G1DOMM0011,Manj ambanii khurliin dugan,47.9,106.92,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G3852,rgya rong dgon/; 吉绒寺,31.46667,100.55,brag 'go rdzong /; 炉霍县; Drakgo county
G212,bar 'brog rdo rje gling /; Bardrok Dorjeling,,,
G1919,沙那寺; sa sna dgon/,35.64372,99.94604,兴海县; rtsi gor thang rdzong /
G1KR2279,拉公麻寺; la gong ma dong pa/,36.14648,101.98,化隆回族自治县; ba yan rdzong /
G2CN11125,dbang ldan lhun grub sgang /,,,pa snam rdzong /; 白朗县; Panam County; dbang ldan khul/
G1KR1202,格顿寺,30.91667,97.38333,brag g.yab rdzong /; 察雅县; Drakyap County
G3612,chos sde dgon/; 温嘎曲德寺; Chode,28.97993,90.40566,sna dkar rtse rdzong /; Nangkartse County; 浪卡子县
G2829,西扎寺; shel brag,29.21617,91.71075,sne gdong rdzong /; Nedong County; 乃东县; rgya khams tshan ('bras spungs blo gsal gling)
G1KR1028,格土寺,31.93333,98.4,Joda County; 'jo mda' rdzong /; 江达县
G1KR1033,朝日寺,31.88333,98.05,Joda County; 'jo mda' rdzong /; 江达县
G1KR108,mnyam mkhas dgon/; 年克寺,31.85498,101.80166,马尔康县; Barkham County; 'bar khams rdzong /
G4661,nag ri dgon pa/,,,
G1729,'phrang khra ma dgon/,,,dwags gzhung zhang /
G1KR623,俄若寺; o rod dgon/,33.01667,98.15,ser shul rdzong /; Seshul county; 石渠县
G2660,巴艾寺; dpal be'u dgon/,32.97337,95.58467,杂多县; rdza stod rdzong /
G1KR19,gla ro dgon/; 纳洛寺,32.46736,103.10514,zung chu rdzong /; 松潘县
G1PD96298,铁尕楞寺; gter kha lung sgar/,35.70412,102.62251,循化县; ya rdzi rdzong /
G2GS1294,nga 'du dgon/,,,Lhorong county; 洛隆县; lho rong rdzong /
G1KR2885,rgyang ring zi/; 江让寺,34.07051,96.22927,曲麻莱县; chu dmar leb rdzong /
G2CN11139,yang dgon mthong grol gling /,29.091498,83.413814,bal yul/; 尼泊尔; nepal
G1568,严绕寺; nya brag dgon/,31.61667,99.86667,dkar mdzes rdzong /; Kartse County; 甘孜县
G2521,扎油寺; tsa yus dgon/; Tsayu Gon Ganden Chopeling,34.95564,102.79059,bsang chu rdzong /; 夏河县; tsa yus zhang (bsang chu rdzong)
G4729,拉恰噶尔寺; lha chab sgar/,35.19075,102.6673,mda' med zhang (bsang chu rdzong)
G346,stod lung rnam rgyal dgon/,,,stod lung bde chen rdzong /; Tolung Dechen County; 堆龙德庆县
G4015,彭吉林寺; spung ri dgon/,30.28333,99.25,'ba' thang rdzong /; Batang county; 巴塘县
G1KR1027,帮扎寺,31.93333,98.4,Joda County; 'jo mda' rdzong /; 江达县
G1KR1034,各次寺,31.88333,98.05,Joda County; 'jo mda' rdzong /; 江达县
G1884,铁盖寺; the ge dgon/,35.941644,100.628009,共和县; chab cha rdzong /
G1PD96103,尕扎寺; ka Ta lha khang /,36.66395,102.21,Gonlung; dgon lung rdzong /; 互助县
G1DOMM0015,Agwa datsan; sngags pa grwa tshang /,47.9,106.9,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G1KR1167,gnam steng dgon/; 郎登寺,31.187841,95.310118,steng chen rdzong /; Tengchen County; 丁青县
G4224,g.yag mgo dgon/,,,byar yul/
G1KR2921,夏日哈石经院; zha ri ha hri dper khang /,37.43032,99.17978,天峻县; them chen rdzong /
G1KR2796,东程寺; gdor spras dgon/,33.37128,97.1133,称多县; khri 'du rdzong /
G347,rdo lung dgon pa/,,,mkho thang /
G3981,东嘎寺; gser rta dung dkar dgon/,32.26667,100.35,gser thar rdzong /; 色达县; Serta county
G2573,贡洒寺; dgon gsar dgon/; gangcha si,,,治多县; 'bri stod rdzong /
G4667,'gag la co ge dgong pa/,,,
G4401,bye mkhar chos sde/,,,snye mo rdzong /; 尼木县; Nyemo county; dar grong grong rdal (snye mo rdzong)
G00AG01618,rgya mkhar gsang sngags chos gling /,,,la stod byang khri skor/
G1213,dga' gdong dgon/; 嘎东寺,29.68767,90.95043,stod lung bde chen rdzong /; Tolung Dechen County; 堆龙德庆县
G1KR1047,沙嘎寺,31.9,97.73333,Joda County; 'jo mda' rdzong /; 江达县
G1KR1204,觉科寺,30.56667,97.96667,brag g.yab rdzong /; 察雅县; Drakyap County
G1913,铁瓦寺; this pa dgon/; Tipa Gon Ganden Tashi Sung-rab Ling,35.86175,101.45303,khri ka rdzong /; 贵德县
G3203,sgom med 'od gsal thang chos sgar/,,,
G3469,gnyal sde drug,,,gnyal/; lhun rtse rdzong /; Lhuntse county; 隆子县; sde drug bla brang /
G1KR1277,仁果寺,29.98333,98.03333,左贡县; Zogang County; mdzo sgang rdzong /
G1KR733,spang dog dgon/; 崩土寺,29.28333,99.55,cha phreng rdzong /; 乡城县
G1KR96,？; bya rong dgon/,31.84171,101.97324,马尔康县; Barkham County; 'bar khams rdzong /
G3521,结林措巴寺; rgyal gling tshogs pa/,29.19799,91.30387,grwa nang rdzong /; Dranang county; 扎囊县
G1KR724,don grub lha khang /; 邓珠拉康,28.75,99.86667,cha phreng rdzong /; 乡城县
G4666,'bom bu dgon pa/,,,
G4799,rtse lha sgang /,,,
G4533,bkra shis rab brtan gling /,,,
G1KR1048,tshe ring dgon/; 次仁寺,31.9,97.73333,Joda County; 'jo mda' rdzong /; 江达县
G3109,曲瓦寺; chu dbar dgon/,28.03333,86.33334,ding ri rdzong /; 定日县; Tingri County; 聂拉木县; gnya' lam rdzong /; Nyalam county; gnya' nang khul/
G00AG01617,bde grol gsang sngags chos gling /,,,
G1KR1203,旺布寺,30.56667,97.96667,brag g.yab rdzong /; 察雅县; Drakyap County
G216,sgang sngon dgon/,,,
G3466,rmugs sangs dgon/,,,Joda County; 'jo mda' rdzong /; 江达县
G3806,吉真卡寺; spang ri dgon/,29.33333,101.06667,康定县; Dardo county; dar mdo rdzong /
G1KR97,bum khur dgon/; 蒙古寺,31.85671,101.95824,马尔康县; Barkham County; 'bar khams rdzong /
G1KR83,shis bkra dgon/; 斯扎寺,31.86687,102.48172,马尔康县; Barkham County; 'bar khams rdzong /
G349,lho brag thig phyi/,,,lho brag; lho brag rdzong /; 洛扎县; Lhodrag county
G1586,dpal ri dgon/; 巴如寺,31.31667,100.23333,nyag rong rdzong /; 新龙县; Nyakrong county
