id,name,lat_new,long_new,located in,the_geom_new_old_tol,cartodb_id_new_old_tol,chgis_id,altname_wylie,name_ch,name_py,town_ch,town_py,town_syl,gbcnty,cnty_ch,cnty_py,gbdist,dist_py,prov_py,orig_file,lat_old,long_old,gbtown_from_lex,gis_id_from_lex,name_wylie_from_lex,gbtown_from_tbrc,gis_id_from_tbrc,wylie_name_from_karl,normalized_wylie_name_tbrc,county,tbrc_county_g_,tbrc_county_notes,tbrc_site_g_,tbrc_site_notes,alternative_wylie_name,tbrc_phonetic,phonetic,primary_chinese_cha,alternative_chinese_cha,pinyin_name,founding,sect,gonpa_per_1000_sq_km,gonpa_per_ecumen,conv_date_1,conv_sect_1,conv_date_2,conv_sect_2,notes,problems,tol_id,tbrc_id,branch_of,primary_name,wylie_name,tibetan_name,chinese_name,name_variants,traditions,place_types,founded_date,founded_date_approximate,founded_date_alternate,founded_century,existed_by_century,lat_new_old_tol,long_new_old_tol,description,wikidata_id,the_geom_cur,cartodb_id_cur,affiliation,founded,karl_id,name_zh_py,name_zh,name_bo,name_bo_wy,rid,long_cur,lat_cur
G1KR661,bla brang gling /; 拉入寺,32.11666,100.46667,gser thar rdzong /; 色达县; Serta county,0101000020E61000008D01D9EBDD1D59402D6002B7EE0E4040,2594.0,661.0,,,la ru si,洛若乡,Luoruo xiang,Luo Ruo Xiang,513333.0,色达县,Seda Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.11666,100.46667,513333209.0,447.0,bl brang gliang,513333209.0,447.0,bl brang gliang,bla brang gling,Seta,G2302,gser thar rdzong,G1KR661,,,,na,拉入寺,,la ru si,1880,rnying ma/,8.813096261,8.813,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E61000008D01D9EBDD1D59402D6002B7EE0E4040,873.0,Nyingma,1880.0,513333209:447,la ru si,拉入寺,བླ་བྲང་གླིང,bla brang gling,G1KR661,100.46667,32.11666
G1KR1040,朗吉寺,32.45,97.96667,Joda County; 'jo mda' rdzong /; 江达县,0101000020E61000008E01D9EBDD7D58409A99999999394040,155.0,1043.0,,东宗寺,Dongzong si,德登乡,Dedeng xiang,De Deng Xiang,542122.0,江达县,Jiangda Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,32.45,97.96667,542122205.0,372.0,,542122205.0,374.0,na,,Jiangda,G2376,jo mda' rdzong,G1KR1040,,,,na,夏西寺,,Xiaxi si,na,Bon,6.678036452,6.678,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000008E01D9EBDD7D58409A99999999394040,2250.0,Geluk,,542122205:371,Langji si,朗吉寺,,,G1KR1040,97.96667,32.45
G1KR2499,sprel nag dgon pa/; 石乃亥寺,36.88009,99.65151,共和县; chab cha rdzong /,0101000020E610000016C1FF56B2E95840B1C403CAA6704240,877.0,2499.0,,石乃亥寺,shi naihai si,石乃亥乡,Shinaihai xiang,Shi Nai Hai Xiang,632521.0,共和县,Gonghe Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,36.88009,99.65151,632521210.0,473.0,sprel nag dgon pa,632521210.0,427.0,sprel nag dgon pa,sprel nag dgon pa,na,G1698,chab cha rdzong,G1KR2499,,,,,石乃亥寺,尕日拉寺,shi naihai si,1933,g,3.189657006,1.639,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E610000016C1FF56B2E95840B1C403CAA6704240,1604.0,Geluk,1933.0,632521210:427,,石乃亥寺,སྤྲེལ་ནག་དགོན་པ,sprel nag dgon pa,G1KR2499,99.65151,36.88009
G1KR1305,甘达寺,29.05,98.6,smar khams rdzong /; 芒康县; Markham county,0101000020E61000006666666666A65840CCCCCCCCCC0C3D40,1307.0,1305.0,,拉贡寺,Lagong si,纳西民族自治乡,Naximinzuzizhi xiang,Na Xi Min Zu Zi Zhi Xiang,542129.0,芒康县,Mangkang Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,29.05,98.6,542129203.0,176.0,,542129203.0,174.0,na,,Mangkang,G2179,smar khams rdzong,G1KR1305,,,,na,甘达寺,,Gangda si,na,Geluk,7.875979575,7.876,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000006666666666A65840CCCCCCCCCC0C3D40,2007.0,Geluk,,542129203:174,Gangda si,甘达寺,,,G1KR1305,98.6,29.05
G286,ko'u ba dgon/; Ko'uwa Gon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR594,rnam rgyal gling dgon/; 郎吉岭寺,32.48333,98.01667,ser shul rdzong /; Seshul county; 石渠县,0101000020E6100000C2340C1F118158407D96E7C1DD3D4040,385.0,595.0,,,zhi ma la kang,洛须镇,Luoxu zhen,Luo Xu Zhen,513332.0,石渠县,Shiqu Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.48333,98.01667,513332101.0,382.0,sgroal m lh khang,513332101.0,382.0,sgroal m lh khang,,Seshul,G2301,ser shul rdzong,G1KR594,,khams glang thang sgrol ma lha khang,,na,志玛拉康,志玛拉空/志玛拉宫寺,zhi ma la kang,639,dge lugs/,12.43085338,12.431,,,,,,,1341.0,G1KR594,,Namgyel Ling,rnam rgyal gling dgon,རྣམ་རྒྱལ་གླིང་དགོན།,郎吉岭寺,"Ganden Namgyel Ling, dga' ldan rnam rgyal gling , ",Karma Kagyu,Monastery,,,,,18th,32.48333,98.01667,"<p>
	Namgyel Ling is a small Karma Kagyu monastery in northern Derge. <a href=""/biographies/view/Zhuchen-Tsultrim-Rinchen/TBRC_p801"">Zhuchen Tsultrim Rinchen</a> wrote an inventory of the monastery in 1763.&nbsp;</p>
",,0101000020E6100000C2340C1F118158407D96E7C1DD3D4040,861.0,Kagyu,,513332101:381,lang ji ling si,郎吉岭寺,རྣམ་རྒྱལ་གླིང་དགོན,rnam rgyal gling dgon,G1KR594,98.01667,32.48333
G1591,a bse klu rab dgon/; 土木寺,31.31667,100.23333,nyag rong rdzong /; 新龙县; Nyakrong county,0101000020E61000003DCBF3E0EE0E5940D39FFD4811513F40,2489.0,460.0,,,tu mu si,大盖乡,Dagai xiang,Da Gai Xiang,513329.0,新龙县,Xinlong Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.31667,100.23333,513329202.0,195.0,a bse klu rab dgon,513329202.0,195.0,a bse klu rab dgon/,,Xinlong,G1246,nyag rong rdzong,G1591,,,,na,土木寺,,tu mu si,1896,rnying ma/,8.500716489,8.501,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E61000003DCBF3E0EE0E5940D39FFD4811513F40,1312.0,Nyingma,1896.0,513329202:195,tu mu si,土木寺,ཉག་རོང་ཨ་བསེ་ཀླུ་མོ་རབ་དགོན,nyag rong a bse klu mo rab dgon,G1591,100.23333,31.31667
G1KR1376,当普寺,30.85,95.0,Palbar County; dpal 'bar rdzong /; 边坝县,0101000020E61000000000000000C057409A99999999D93E40,1351.0,1375.0,,然玛塘寺,Ranmatang si,拉孜乡,Lazi xiang,La Zi Xiang,542133.0,边坝县,Bianba Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,30.85,95.0,542133204.0,216.0,,542133204.0,222.0,na,,Bianba,G2189,dpal 'bar rdzong,G1KR1376,,dpal 'bar dgon,,na,边坝寺,,Bianba si,na,Geluk,10.4621271,10.462,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000000000000000C057409A99999999D93E40,2075.0,Nyingma,,542133204:223,Dangpuzengdeng si,当普寺,,,G1KR1376,95.0,30.85
G2GS1045,karma bshad sgrub gling /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3458,shing mkhar dgon/,,,stag rtse rdzong /; 达孜县; Taktse county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G505,khrig tse dgon/; Thiksey Monastery,34.056389,77.666667,khrig tse dgon/; Thiksey Monastery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283.0,G505,,Thikse Monastery,khrig tse dgon,ཁྲིག་ཙེ་དགོན།,提克西寺,"Tikse, khri tshogs dgon pa , ",Geluk,Monastery,,,,15th,,34.055931,77.666616,"<p>
	One of the most recognizable Geluk monasteries of Ladakh, which looks like a replica of the Potala Palace. Thikse was established during the period of Geluk expansion in Ladakh, probably about the middle of the fifteenth century. It was founded by Pelden Sherab, the nephew of Sherab Zangpo, and situated outside of Leh.</p>
",Q867066,,,,,,,,,,,,
G1KR1730,江达寺,31.48333,94.4,Sok county; sog rdzong /; 索县,0101000020E61000009A99999999995740F92CCF83BB7B3F40,1414.0,1730.0,,江达寺,Jiangda si,江达乡,Jiangda xiang,Jiang Da Xiang,542427.0,索县,Suo Xian,5424.0,Nagqu Diqu,Xizang,Kham_Lex_20120621,31.48333,94.4,542427202.0,453.0,,542427202.0,453.0,na,,Suo,G2149,sog rdzong,G1KR1730,,,,na,江达寺,,Jiangda si,na,Geluk,2.437033156,2.437,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000009A99999999995740F92CCF83BB7B3F40,1718.0,Geluk,,542427202:453,Jiangda si,江达寺,,,G1KR1730,94.4,31.48333
G1KR2005,kha pa'i te'i ris bon dgon/; 迪日寺,34.11618,103.41836,迭部县; the bo rdzong /,0101000020E6100000187D0569C6DA594082397AFCDE0E4140,245.0,2005.0,,,Diri Si,卡坝乡,Kaba xiang,Ka Ba Xiang,623024.0,迭部县,Diebu Xian,6230.0,Gannan Zizhizhou,Gansu,Gannan_Lex_20120621,34.11618,103.41836,623024202.0,623024110.0,kha pa'i te'i ris bon dgon,623024202.0,623024110.0,kha pa'i te'i ris bon dgon,kha pa'i te'i ris bon dgon,the bo,G2205,the bo rdzong,G1KR2005,,,,,迪日寺,迪日苯教寺,Diri Si,1524,Bon,17.58434993,17.584,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000187D0569C6DA594082397AFCDE0E4140,1866.0,Bon,1524.0,623024202:623024110,Diri Si,迪日寺,ཁ་པའི་ཏེའི་རིས་བོན་དགོན,kha pa'i te'i ris bon dgon,G1KR2005,103.41836,34.11618
G1730,多合旦寺; 'gu ya dgon/,34.26,99.2,dbyig gzhung zhang /,0101000020E6100000CDCCCCCCCCCC5840E17A14AE47214140,1989.0,2623.0,,多合旦寺,duohe dan si,优云乡,Youyun xiang,You Yun Xiang,632621.0,玛沁县,Maqin Xian,6326.0,Golog Zizhizhou,Qinghai,Qinghai_Lex_20120621,34.26,99.2,632621206.0,435.0,rtogs ldan dgon mdo sngags bshad sgrub gling,632621206.0,473.0,rtogs ldan dgon mdo sngags bshad sgrub gling,,na,G1754,rma chen rdzong,G1730,,,,,多合旦寺,阿什姜女王寺,duohe dan si,1920,n,0.7716883,0.772,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000CDCCCCCCCCCC5840E17A14AE47214140,1405.0,Nyingma,1920.0,632621206:473,duohe dan si,多合旦寺,འགུ་ཡ་དགོན,'gu ya dgon,G1730,99.2,34.26
G1KR2230,thugs rje chen po'i lha khang /; 大悲观音佛堂,36.7,102.13,Gonlung; dgon lung rdzong /; 互助县,0101000020E6100000B81E85EB518859409A99999999594240,2887.0,2230.0,,大悲观音佛堂,dabei guanyin fotang,松多藏族乡,Songduocangzu xiang,Song Duo Cang Zu Xiang,632126.0,互助土族自治县,Huzhu Tu Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.7,102.13,632126206.0,564.0,tuo jie qin bu la kang,632126206.0,144.0,tuo jie qin bu la kang,thugs rje chen po'i lha khang,na,G1PD96101,dgon lung rdzong,G1KR2230,,,,,大悲观音佛堂,,dabei guanyin fotang,na,tuzu,47.27573573,47.276,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000B81E85EB518859409A99999999594240,1628.0,,,632126206:144,dabei guanyin fotang,大悲观音佛堂,ཐུགས་རྗེ་ཆེན་པོའི་ལྷ་ཁང,thugs rje chen po'i lha khang,G1KR2230,102.13,36.7
G818,tshe brag dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2696,pad gsar shog dgon pa/; 贝洒肖寺,,,曲麻莱县; chu dmar leb rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR2484,ska gsar bon dgon/; 尕赛寺,36.32995,100.58443,共和县; chab cha rdzong /,0101000020E61000004733164D6725594058A835CD3B2A4240,64.0,2484.0,,尕赛寺,gasai si,恰卜恰乡,Qiabuqia xiang,Qia Bu Qia Xiang,632521.0,共和县,Gonghe Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,36.32995,100.58443,632521200.0,313.0,ska gsar bon dgon,632521200.0,440.0,ska gsar bon dgon,ska gsar bon dgon,na,G1698,chab cha rdzong,G1KR2484,,,,,尕赛寺,尕寺,gasai si,1807,b,23.15976377,23.16,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E61000004733164D6725594058A835CD3B2A4240,1598.0,Bon,1807/1869,632521200:440,gasai si,尕赛寺,སྐ་གསར་བོན་དགོན,ska gsar bon dgon,G1KR2484,100.58443,36.32995
G1KR593,须然寺; shug ra dgon/,32.48333,98.01667,ser shul rdzong /; Seshul county; 石渠县,0101000020E6100000C2340C1F118158407D96E7C1DD3D4040,128.0,594.0,,,lang ji ling si,洛须镇,Luoxu zhen,Luo Xu Zhen,513332.0,石渠县,Shiqu Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,32.48333,98.01667,513332101.0,381.0,rnam rgyal gliang dagon,513332101.0,381.0,rnam rgyal gliang dagon,rnam rgyal gling dgon,Seshul,G2301,ser shul rdzong,G1KR593,,rnam rgyal gling dgon,,na,郎吉岭寺,,lang ji ling si,na,bka' brgyud/,12.43085338,12.431,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000C2340C1F118158407D96E7C1DD3D4040,860.0,Sakya,,513332101:380,xuran si,须然寺,ཤུག་ར་དགོན,shug ra dgon,G1KR593,98.01667,32.48333
G3056,擦赛寺; tsher gseb dgon/,29.77641,91.55293,stag rtse rdzong /; 达孜县; Taktse county; gtsang tog shang (stag rtse rdzong),0101000020E61000008CBE823463E356408F4946CEC2C63D40,1541.0,947.0,,,Tserseb,章多乡,Zhangduo xiang,Zhang Duo Xiang,540126.0,达孜县,Dazi Xian,5401.0,Lhasa Shi,Xizang,U_gonpa_Lex_20120622,29.77641,91.55293,540126201.0,540126103.0,tsher gseb dgon,540126201.0,540126103.0,tsher gseb dgon,,Taktse,G1516,stag rtse rdzong,G3056,,,,Tserseb,擦赛寺,,na,1050,Kadampa,19.0077932,19.008,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,0101000020E61000008CBE823463E356408F4946CEC2C63D40,2515.0,Kadampa,1050.0,540126201:540126103,casai si,擦赛寺,ཚེར་གསེབ་དགོན,tsher gseb dgon,G3056,91.55293,29.77641
G1DOMM0016,Sanzain uuliin khiid,,,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3761,hor gter ston chos sgar/,,,reb gong /; rtse khog rdzong /; 泽库县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2DOMM0015,Dashchaglin khiid; bkra shis phyag gling /,47.97,106.81,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR52,bye smad dgon/; 结斯寺,31.10716,102.53796,btsan lha rdzong /; 小金县,0101000020E610000098A3C7EF6DA259407A7077D66E1B3F40,527.0,52.0,,结斯寺,Jie si si,结斯乡,Jiesi xiang,Jie Si Xiang,513227.0,小金县,Xiaojin Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,31.10716,102.53796,513227209.0,76.0,Bye smad dgon (Bye smad dga' ldan 'phel rgyas gling,513227209.0,76.0,Bye smad dgon (Bye smad dga' ldan 'phel rgyas gling,bye smad dgon (bye smad dga' ldan 'phel rgyas gling,Btsan lha rdzong,G2334,btsan lha rdzong,G1KR52,,,,,结斯寺,,Jie si si?,1853,G,3.293699154,3.294,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E610000098A3C7EF6DA259407A7077D66E1B3F40,23.0,Geluk,1853.0,513227209:76,jiesi si,结斯寺,བྱེ་སྨད་དགོན,bye smad dgon,G1KR52,102.53796,31.10716
G3459,chums mda' rgyud khang /,,,stag rtse rdzong /; 达孜县; Taktse county; 'chums/; mchums mda' shang (stag rtse rdzong),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR12,brag rwa dgon/; 后寺,32.57424,103.52721,zung chu rdzong /; 松潘县,0101000020E6100000F20703CFBDE159400C0742B280494040,520.0,12.0,,后寺,Hou si,牟尼乡,Muni xiang,Mu Ni Xiang,513224.0,松潘县,Songpan Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,32.57424,103.52721,513224205.0,243.0,Brag rwa dgon,513224205.0,243.0,Brag rwa dgon,brag rwa dgon,zung chu rdzong,G2333,zung chu rdzong,G1KR12,,,,,后寺,牟尼乡后寺,Hou si,1750,G,3.91788121,3.918,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000F20703CFBDE159400C0742B280494040,939.0,Geluk,1750.0,513224205:243,Hou si,后寺,བྲག་རྭ་དགོན,brag rwa dgon,G1KR12,103.52721,32.57424
G1PD96136,若索寺; o basA dgon/,35.909,102.11733,化隆回族自治县; ba yan rdzong /,0101000020E6100000BC35B055828759403108AC1C5AF44140,761.0,2294.0,,若索寺,ruosuo si,德恒隆乡,Dehenglong xiang,De Heng Long Xiang,632127.0,化隆回族自治县,Hualong Hui Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,35.909,102.11733,632127211.0,194.0,o bswa dgon bkra shis chos gling,632127211.0,180.0,o bswa dgon bkra shis chos gling,,na,G1467,ba yan rdzong,G1PD96136,,,,,若索寺,若索寺/勿左寺/才达吾具寺/卡里岗窝索寺,ruosuo si,1692,g,6.232859636,6.233,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000BC35B055828759403108AC1C5AF44140,644.0,Geluk,1692.0,632127211:180,ruoso si,若索寺,ཨོ་བསཱ་དགོན,o basA dgon,G1PD96136,102.11733,35.909
G3326,'chang sgo dgon/,,,chu shur rdzong /; 曲水县; Chushur County; sne mo shang (chu shur rdzong),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2LS523,'bri rwa dgon/,,,spu hreng rdzong /; Purang county; 普兰县,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1620,brag dmar dgon/; 扎玛寺,28.61667,89.53333,khang dmar rdzong /; 康马县; Kangmar county,0101000020E610000072FE261422625640A06CCA15DE9D3C40,2316.0,1620.0,,,Drakmar,,Kangru xiang,,542331.0,康马县,Kangma Xian,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,28.61667,89.53333,542331202.0,542331103.0,brag dmar,542331202.0,542331103.0,brag dmar,brag dmar,Kangma,G2173,khang dmar rdzong,G1KR1620,,,,Drakmar,扎玛寺,扎玛贡巴,na,1700,Nyingma,2.520923666,2.521,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,0101000020E610000072FE261422625640A06CCA15DE9D3C40,2152.0,Nyingma,1700.0,542331202:542331103,zhama si,扎玛寺,བྲག་དམར་དགོན,brag dmar dgon,G1KR1620,89.53333,28.61667
G1KR1731,东宗寺,31.48333,94.4,Sok county; sog rdzong /; 索县,0101000020E61000009A99999999995740F92CCF83BB7B3F40,1415.0,1731.0,,冻宗瓦那寺,Dongzongwana si,江达乡,Jiangda xiang,Jiang Da Xiang,542427.0,索县,Suo Xian,5424.0,Nagqu Diqu,Xizang,Kham_Lex_20120621,31.48333,94.4,542427202.0,454.0,,542427202.0,454.0,na,,Suo,G2149,sog rdzong,G1KR1731,,,,na,东宗寺,瓦帮寺,Dongzongwana si,na,Geluk,2.437033156,2.437,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000009A99999999995740F92CCF83BB7B3F40,1719.0,Geluk,,542427202:454,,东宗寺,,,G1KR1731,94.4,31.48333
G298,恰盖寺; khya dge dgon/; Kyage Gon Leksheling,34.85179,103.41585,卓尼县; co ne rdzong /,0101000020E6100000AA8251499DDA5940A9876874076D4140,1051.0,1956.0,,,Hegai Si,恰盖乡,Qiagai xiang,Qia Gai Xiang,623022.0,卓尼县,Zhuoni Xian,6230.0,Gannan Zizhizhou,Gansu,Gannan_Lex_20120621,34.85179,103.41585,623022210.0,623022119.0,khya dge dgon legs bshad gling,623022210.0,623022119.0,khya dge dgon legs bshad gling,,co ne,G2203,co ne rdzong,G298,,,,,恰盖寺,(corrected typo: qia gai si),Hegai Si,1587,Gelug,1.924409206,1.924,,,,,,,1091.0,G298,,Khyage,khya dge dgon,ཁྱ་དགེ་དགོན།,恰盖寺,"Kyage Gon Leksheling; Kyage, legs bshad gling; khya dge dgon legs bshad gling , ",Geluk,Monastery,1587.0,,,,,34.85179,103.41585,"<p>
	Kyage, a Geluk monastery located in Chone county of Amdo, was founded in 1587. <a href=""/biographies/view/Ngawang-Trinle-Gyatso/TBRC_P1KT12"">Ngawang Trinle Gyatso</a>, a member of the Chone Royal Family who was abbot of <a href=""/geographies/view/Chone-Gonchen/TBRC_G435"">Chone Gonchen</a> in the eighteenth century, constructed a new gathering hall at Kyage as part of the funerary offerings after the death of his mother.</p>
",,0101000020E6100000AA8251499DDA5940A9876874076D4140,2460.0,Geluk,1587.0,623022210:623022119,qiagai si,恰盖寺,ཁྱ་དགེ་དགོན,khya dge dgon,G298,103.41585,34.85179
G1KR1726,加瓦仁阿寺,31.88333,93.78333,Sok county; sog rdzong /; 索县,0101000020E610000072FE261422725740609335EA21E23F40,2335.0,1723.0,,嘎吉寺,Gaji si,亚拉镇,Yala zhen,Ya La Zhen,542427.0,索县,Suo Xian,5424.0,Nagqu Diqu,Xizang,Kham_Lex_20120621,31.88333,93.78333,542427100.0,443.0,,542427100.0,443.0,na,,Suo,G2149,sog rdzong,G1KR1726,,,,na,嘎加寺,,Gaji si,na,Nyingma,10.79185215,10.792,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E610000072FE261422725740609335EA21E23F40,1714.0,Nyingma,,542427100:446,Jiawariani si,加瓦仁阿寺,,,G1KR1726,93.78333,31.88333
G2564,mkhar nang dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2LS553,gsum 'khyil dgon/,32.18,78.9,rtsa mda' rdzong /; 札达县; Tsada County,0101000020E61000009A99999999B95340D7A3703D0A174040,2863.0,1803.0,,,Sumkyil,曲松乡,Qu Song Xiang,Qusong xiang,542522.0,札达县,Zhada Xian,5425.0,Ali Diqu,Xizang,Ali_Lex_20120619,32.18,78.9,542522201.0,15.0,gsum dkyil byang chub gling dgon pa,542522201.0,15.0,gsum dkyil byang chub gling dgon pa,,rtswa mda' rdzong,G2152,rtsa mda' rdzong,G2LS553,,,,Sumkyil,,,na,1250,stod 'brug pa bka' brgyud,2.8795577,2.88,1550,G,x,,,,,,,,,,,,,,,,,,,,,,,0101000020E61000009A99999999B95340D7A3703D0A174040,2499.0,TodrukKagyu,1250.0,542522201:15,,,གསུམ་འཁྱིལ་དགོན,gsum 'khyil dgon,G2LS553,78.9,32.18
G4656,bde chen phun sum tshogs pa'i gling /,,,reb gong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1807,格什则寺; dge rtse dgon/,32.68,100.93,班玛县; pad+ma rdzong /; Pema county; rdi mda' zhang /,0101000020E6100000EC51B81E853B5940D7A3703D0A574040,2008.0,2645.0,,灯塔寺,dengta si,灯塔乡,Dengta xiang,Deng Ta Xiang,632622.0,班玛县,Banma Xian,6326.0,Golog Zizhizhou,Qinghai,Qinghai_Lex_20120621,32.68,100.93,632622209.0,466.0,dhi mda' dgon bde chen chos gling,632622209.0,501.0,dhi mda' dgon bde chen chos gling,dhi mda' dgon bde chen chos gling,na,G1719,pad+ma rdzong,G1807,,,,,灯塔寺,,dengta si,1930,n,3.387648633,3.388,,,,,,,621.0,G1807,G18,Golok Getse,mgo log dge rtse,མགོ་ལོག་དགེ་རྩེ།,,"geshize si; zemgmuda si, 格什则寺; 增木达寺, ",Nyingma,Monastery,1880.0,,,,,32.68,100.93,"<p>
	Getse Monastery is a branch of <a href=""/geographies/view/Pelyul-Monastery/TBRC_G18"">Pelyul Monastery</a> that was founded by the Nyingma master Lama Sanglo in 1880 in Amdo. Getse monastery is in Golok prefecture, Qinghai province.</p>
",,0101000020E6100000EC51B81E853B5940D7A3703D0A574040,1425.0,Nyingma,1880.0,632622209:502,geshize si,格什则寺,དགེ་རྩེ་དགོན,dge rtse dgon,G1807,100.93,32.68
G4789,sgar sde dgon pa/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1KR1618,gtsang sbra dgon/; 藏札寺,28.76667,89.63333,khang dmar rdzong /; 康马县; Kangmar county,0101000020E6100000D8648D7A8868564006D3307C44C43C40,1373.0,1618.0,,,Tsangdra,,Shaogang xiang,,542331.0,康马县,Kangma Xian,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,28.76667,89.63333,542331201.0,542331102.0,gtsang sbra,542331201.0,542331102.0,gtsang sbra,gtsang sbra,Kangma,G2173,khang dmar rdzong,G1KR1618,,,,Tsangdra,藏札寺,,na,1800,Geluk,7.171886206,7.172,x,x,x,x,"founding date from ""Kangma Xian Wenwuzhi"" (1993)",,,,,,,,,,,,,,,,,,,,,0101000020E6100000D8648D7A8868564006D3307C44C43C40,131.0,Geluk,1800.0,542331201:542331102,zangzha si,藏札寺,གཙང་སྦྲ་དགོན,gtsang sbra dgon,G1KR1618,89.63333,28.76667
